,index,DFL_title,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,newurl,mpaarating,rlsdt,budget,worldwide,DIR_COUNT,DIR_AGE,DIR_RTG,DIR_FILM_COUNT,WTR_COUNT,WTR_AGE,WTR_FILM_COUNT,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,fi,history,horror,music,musical,mystery,news,romance,sci,sport,thriller,western,newmpaarating_G,newmpaarating_Not Rated,newmpaarating_PG,newmpaarating_PG-13,budget_adj,worldwide_adj,ROI,rlsdt_dt,rlsdt_mo,rlsdt_day,rlsdt_daynm,rlsdt_dayofwk,rlsdt_season,rlsdt_season_NM
223,224,Pollyanna,tt0054195,movie,Pollyanna,1960,134,"Comedy,Drama,Family",7.4,10132.0,https://www.imdb.com/title/tt0054195,Approved,1960-05-19 00:00:00,error,error,1.0,41.0,6.584294088531414,0.0,1.0,92.0,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1960-05-19,5.0,19.0,Thursday,5.0,1.0,Spring
224,225,Prince of Persia: The Sands of Time,tt0473075,movie,Prince of Persia: The Sands of Time,2010,116,"Action,Adventure,Fantasy",6.6,284875.0,https://www.imdb.com/title/tt0473075,PG-13,2010-05-28 00:00:00,"$200,000,000 (estimated)","$336,365,676",1.0,68.0,6.540000000000001,15.0,4.0,44.0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000000,336365676,0.68182838,2010-05-28,5.0,28.0,Friday,6.0,1.0,Spring
225,226,Prom,tt1604171,movie,Prom,2011,104,"Comedy,Drama,Family",5.4,15230.0,https://www.imdb.com/title/tt1604171,PG,2011-04-29 00:00:00,"$8,000,000 (estimated)","$10,702,246",1.0,38.0,5.75,2.0,1.0,54.5,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,10702246,0.33778075,2011-04-29,4.0,29.0,Friday,6.0,1.0,Spring
226,227,Queen of Katwe,tt4341582,movie,Queen of Katwe,2016,124,"Biography,Drama,Sport",7.4,17079.0,https://www.imdb.com/title/tt4341582,PG,2016-09-30 00:00:00,"$15,000,000 (estimated)","$10,367,161",1.0,59.0,6.572727272727272,11.0,2.0,49.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15000000,10367161,-0.3088559333333333,2016-09-30,9.0,30.0,Friday,6.0,2.0,Summer
227,228,Race To Witch Mountain,tt1075417,movie,Race to Witch Mountain,2009,98,"Action,Adventure,Family",5.7,59022.0,https://www.imdb.com/title/tt1075417,PG,2009-03-13 00:00:00,"$65,000,000 (estimated)","$106,387,141",1.0,47.0,6.300000000000001,2.0,3.0,71.5,4.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65000000,106387141,0.6367252461538462,2009-03-13,3.0,13.0,Friday,6.0,4.0,Winter
228,229,Ralph Breaks the Internet: Wreck-It Ralph 2,tt5848272,movie,Ralph Breaks the Internet,2018,112,"Adventure,Animation,Comedy",7.0,152507.0,https://www.imdb.com/title/tt5848272,PG,2018-11-21 00:00:00,"$175,000,000 (estimated)","$529,323,962",2.0,51.0,7.85,2.0,3.0,43.0,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175000000,529323962,2.0247083542857145,2018-11-21,11.0,21.0,Wednesday,4.0,3.0,Fall
229,230,Rascal,tt0064875,movie,Rascal,1969,85,"Drama,Family",6.4,461.0,https://www.imdb.com/title/tt0064875,G,1969-06-11 00:00:00,error,error,1.0,50.0,6.542857142857144,7.0,2.0,58.5,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1969-06-11,6.0,11.0,Wednesday,4.0,1.0,Spring
230,231,Ratatouille,tt0382932,movie,Ratatouille,2007,111,"Adventure,Animation,Comedy",8.1,692964.0,https://www.imdb.com/title/tt0382932,G,2007-06-29 00:00:00,"$150,000,000 (estimated)","$623,726,085",2.0,47.0,8.1,2.0,4.0,42.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150000000,623726085,3.1581739,2007-06-29,6.0,29.0,Friday,6.0,1.0,Spring
231,232,Raya and the Last Dragon,tt5109280,movie,Raya and the Last Dragon,2021,107,"Action,Adventure,Animation",7.3,138407.0,https://www.imdb.com/title/tt5109280,PG,2021-03-05 00:00:00,error,"$130,423,032",4.0,44.0,6.584294088531414,0.0,2.0,54.5,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130423032,,2021-03-05,3.0,5.0,Friday,6.0,4.0,Winter
232,233,Recess: School's Out,tt0265632,movie,Recess: School's Out,2001,82,"Adventure,Animation,Comedy",6.5,10448.0,https://www.imdb.com/title/tt0265632,G,2001-02-16 00:00:00,"$23,000,000 (estimated)","$44,460,850",1.0,41.0,6.584294088531414,0.0,3.0,42.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23000000,44460850,0.9330804347826088,2001-02-16,2.0,16.0,Friday,6.0,4.0,Winter
233,234,Remember the Titans,tt0210945,movie,Remember the Titans,2000,113,"Biography,Drama,Sport",7.8,210201.0,https://www.imdb.com/title/tt0210945,PG,2000-09-29 00:00:00,"$30,000,000 (estimated)","$136,771,683",1.0,34.0,7.0,2.0,1.0,38.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30000000,136771683,3.5590561,2000-09-29,9.0,29.0,Friday,6.0,2.0,Summer
234,235,Return from Witch Mountain,tt0078158,movie,Return from Witch Mountain,1978,95,"Adventure,Family,Fantasy",5.7,5072.0,https://www.imdb.com/title/tt0078158,G,1978-03-10 00:00:00,error,"$16,393,000",1.0,37.0,6.471428571428572,7.0,2.0,62.0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16393000,,1978-03-10,3.0,10.0,Friday,6.0,4.0,Winter
235,236,Return to Never Land,tt0280030,movie,Peter Pan 2: Return to Never Land,2002,72,"Adventure,Animation,Family",5.8,20022.0,https://www.imdb.com/title/tt0280030,G,2002-02-15 00:00:00,"$20,000,000 (estimated)","$115,121,981",2.0,47.0,6.584294088531414,0.0,3.0,142.0,19.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20000000,115121981,4.75609905,2002-02-15,2.0,15.0,Friday,6.0,4.0,Winter
236,237,Return to Oz,tt0089908,movie,Return to Oz,1985,113,"Adventure,Family,Fantasy",6.8,26789.0,https://www.imdb.com/title/tt0089908,PG,1985-06-21 00:00:00,"$25,000,000 (estimated)","$11,137,801",1.0,42.0,6.584294088531414,0.0,2.0,86.5,10.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25000000,11137801,-0.55448796,1985-06-21,6.0,21.0,Friday,6.0,1.0,Spring
237,238,Return to Snowy River,tt0095993,movie,Return to Snowy River,1988,110,"Adventure,Drama,Western",6.6,2516.0,https://www.imdb.com/title/tt0095993,PG,1988-04-15 00:00:00,error,"$13,687,027",1.0,43.0,6.584294088531414,0.0,2.0,124.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13687027,,1988-04-15,4.0,15.0,Friday,6.0,1.0,Spring
238,239,Ride a Wild Pony,tt0075141,movie,Ride a Wild Pony,1975,91,"Adventure,Family",6.1,201.0,https://www.imdb.com/title/tt0075141,G,1976-03-26 00:00:00,error,error,1.0,58.0,6.095833333333332,24.0,2.0,54.5,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1976-03-26,3.0,26.0,Friday,6.0,4.0,Winter
239,240,Rio,tt1436562,movie,Rio,2011,96,"Adventure,Animation,Comedy",6.9,221457.0,https://www.imdb.com/title/tt1436562,PG,2011-04-15 00:00:00,"$90,000,000 (estimated)","$483,866,518",1.0,46.0,6.9,4.0,5.0,46.66666666666666,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90000000,483866518,4.376294644444444,2011-04-15,4.0,15.0,Friday,6.0,1.0,Spring
240,241,Rio 2,tt2357291,movie,Rio 2,2014,101,"Adventure,Animation,Comedy",6.3,87813.0,https://www.imdb.com/title/tt2357291,G,2014-04-11 00:00:00,"$103,000,000 (estimated)","$498,781,117",1.0,49.0,6.9,5.0,5.0,52.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103000000,498781117,3.8425351165048554,2014-04-11,4.0,11.0,Friday,6.0,1.0,Spring
241,242,Rob Roy: The Highland Rogue,tt0046246,movie,Rob Roy: The Highland Rogue,1953,81,"Adventure,Biography,Drama",6.4,589.0,https://www.imdb.com/title/tt0046246,Approved,1954-02-27 00:00:00,"$1,800,000 (estimated)",error,1.0,53.0,6.4523809523809526,21.0,2.0,117.0,8.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1800000,0,-1.0,1954-02-27,2.0,27.0,Saturday,7.0,4.0,Winter
242,243,Robin Hood,tt0070608,movie,Robin Hood,1973,83,"Adventure,Animation,Comedy",7.5,124014.0,https://www.imdb.com/title/tt0070608,G,1973-11-08 00:00:00,"$5,000,000 (estimated)",error,2.0,68.5,7.45,4.0,4.0,59.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5000000,0,-1.0,1973-11-08,11.0,8.0,Thursday,5.0,3.0,Fall
243,244,Robots,tt0358082,movie,Robots,2005,91,"Adventure,Animation,Comedy",6.4,142928.0,https://www.imdb.com/title/tt0358082,PG,2005-03-11 00:00:00,"$75,000,000 (estimated)","$262,511,490",2.0,44.0,7.5,1.0,4.0,46.5,16.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75000000,262511490,2.5001532,2005-03-11,3.0,11.0,Friday,6.0,4.0,Winter
244,245,RocketMan,tt0120029,movie,RocketMan,1997,95,"Comedy,Family,Sci-Fi",5.9,9605.0,https://www.imdb.com/title/tt0120029,PG,1997-10-10 00:00:00,error,"$15,448,043",1.0,47.0,4.800000000000001,4.0,3.0,31.0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15448043,,1997-10-10,10.0,10.0,Friday,6.0,3.0,Fall
245,246,Rogue One: A Star Wars Story,tt3748528,movie,Rogue One: A Star Wars Story,2016,133,"Action,Adventure,Sci-Fi",7.8,600208.0,https://www.imdb.com/title/tt3748528,PG-13,2016-12-16 00:00:00,"$200,000,000 (estimated)","$1,056,057,720",1.0,41.0,6.4,2.0,5.0,58.25,12.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200000000,1056057720,4.2802886,2016-12-16,12.0,16.0,Friday,6.0,3.0,Fall
246,247,Santa Paws 2: The Santa Pups,tt2414212,movie,Santa Paws 2: The Santa Pups,2012,88,"Adventure,Family",4.9,1367.0,https://www.imdb.com/title/tt2414212,G,2012-11-20 00:00:00,error,error,1.0,47.0,4.4,4.0,3.0,54.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,2012-11-20,11.0,20.0,Tuesday,3.0,3.0,Fall
247,248,Savage Sam,tt0057473,movie,Savage Sam,1963,103,"Adventure,Drama,Family",6.1,1057.0,https://www.imdb.com/title/tt0057473,Approved,1963-06-01 00:00:00,error,error,1.0,44.0,6.4,1.0,2.0,56.5,3.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1963-06-01,6.0,1.0,Saturday,7.0,1.0,Spring
248,249,Saving Mr. Banks,tt2140373,movie,Saving Mr. Banks,2013,125,"Biography,Comedy,Drama",7.5,159490.0,https://www.imdb.com/title/tt2140373,PG-13,2013-12-20 00:00:00,"$35,000,000 (estimated)","$117,867,984",1.0,57.0,6.574999999999999,4.0,2.0,39.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35000000,117867984,2.3676566857142856,2013-12-20,12.0,20.0,Friday,6.0,3.0,Fall
249,250,Scandalous John,tt0067712,movie,Scandalous John,1971,113,"Comedy,Drama,Family",5.9,138.0,https://www.imdb.com/title/tt0067712,G,1971-06-22 00:00:00,error,error,1.0,44.0,6.066666666666667,3.0,4.0,180.66666666666663,11.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1971-06-22,6.0,22.0,Tuesday,3.0,1.0,Spring
250,251,Secretariat,tt1028576,movie,Secretariat,2010,123,"Biography,Drama,Family",7.2,28116.0,https://www.imdb.com/title/tt1028576,PG,2010-10-08 00:00:00,"$35,000,000 (estimated)","$60,321,861",1.0,61.0,6.85,2.0,2.0,60.0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35000000,60321861,0.7234817428571428,2010-10-08,10.0,8.0,Friday,6.0,3.0,Fall
251,252,Secrets of Life,tt0049733,movie,Secrets of Life,1956,70,"Documentary,Family",7.4,271.0,https://www.imdb.com/title/tt0049733,Passed,1956-11-06 00:00:00,error,error,1.0,44.0,7.214285714285714,7.0,3.0,54.5,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1956-11-06,11.0,6.0,Tuesday,3.0,3.0,Fall
252,253,Shang-Chi and The Legend of The Ten Rings,tt9376612,movie,Shang-Chi and the Legend of the Ten Rings,2021,132,"Action,Adventure,Fantasy",7.5,336352.0,https://www.imdb.com/title/tt9376612,PG-13,2021-09-03 00:00:00,"$200,000,000 (estimated)","$432,243,292",1.0,43.0,7.2,5.0,4.0,63.333333333333336,10.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000000,432243292,1.16121646,2021-09-03,9.0,3.0,Friday,6.0,2.0,Summer
253,254,Shipwrecked,tt0099816,movie,Shipwrecked,1990,92,"Adventure,Family",6.6,2802.0,https://www.imdb.com/title/tt0099816,PG,1991-03-01 00:00:00,"NOK 60,000,000 (estimated)","$15,104,156",1.0,35.0,7.2,1.0,4.0,54.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15104156,,1991-03-01,3.0,1.0,Friday,6.0,4.0,Winter
254,255,Sky High,tt0405325,movie,Sky High,2005,100,"Action,Comedy,Family",6.3,85310.0,https://www.imdb.com/title/tt0405325,PG,2005-07-29 00:00:00,"$35,000,000 (estimated)","$86,369,815",1.0,35.0,5.550000000000001,2.0,3.0,44.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35000000,86369815,1.467709,2005-07-29,7.0,29.0,Friday,6.0,2.0,Summer
255,256,Sleeping Beauty (1959),tt0053285,movie,Sleeping Beauty,1959,75,"Adventure,Animation,Family",7.3,145266.0,https://www.imdb.com/title/tt0053285,G,1959-01-29 00:00:00,"$6,000,000 (estimated)","$51,600,000",5.0,54.0,6.584294088531414,0.0,1.0,54.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6000000,51600000,7.6,1959-01-29,1.0,29.0,Thursday,5.0,4.0,Winter
256,257,Smith!,tt0065003,movie,Smith!,1969,112,"Drama,Family,Western",5.8,238.0,https://www.imdb.com/title/tt0065003,G,1969-03-21 00:00:00,error,error,1.0,41.0,6.4,2.0,2.0,54.5,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1969-03-21,3.0,21.0,Friday,6.0,4.0,Winter
257,258,Snow Dogs,tt0281373,movie,Snow Dogs,2002,99,"Adventure,Comedy,Family",5.2,26763.0,https://www.imdb.com/title/tt0281373,PG,2002-01-18 00:00:00,"$33,000,000 (estimated)","$115,035,090",1.0,50.0,4.98,5.0,5.0,44.66666666666666,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33000000,115035090,2.485911818181818,2002-01-18,1.0,18.0,Friday,6.0,4.0,Winter
258,259,Snow White and the Seven Dwarfs,tt0029583,movie,Snow White and the Seven Dwarfs,1937,83,"Adventure,Animation,Family",7.6,194173.0,https://www.imdb.com/title/tt0029583,Approved,1938-02-04 00:00:00,"$1,499,000 (estimated)","$184,925,486",6.0,35.166666666666664,6.584294088531414,0.0,3.0,54.5,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1499000,184925486,122.36590126751167,1938-02-04,2.0,4.0,Friday,6.0,4.0,Winter
259,260,Snowball Express,tt0069291,movie,Snowball Express,1972,93,"Comedy,Family",6.3,1781.0,https://www.imdb.com/title/tt0069291,G,1973-06-22 00:00:00,error,error,1.0,53.0,6.4,10.0,5.0,41.66666666666666,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1973-06-22,6.0,22.0,Friday,6.0,1.0,Spring
260,261,So Dear To My Heart,tt0041890,movie,So Dear to My Heart,1948,79,"Animation,Drama,Family",6.9,1461.0,https://www.imdb.com/title/tt0041890,Passed,1949-01-19 00:00:00,error,error,2.0,45.5,6.640000000000001,5.0,4.0,42.5,4.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1949-01-19,1.0,19.0,Wednesday,4.0,4.0,Winter
261,262,Solo: A Star Wars Story,tt3778644,movie,Solo: A Star Wars Story,2018,135,"Action,Adventure,Sci-Fi",6.9,327357.0,https://www.imdb.com/title/tt3778644,PG-13,2018-05-25 00:00:00,"$275,000,000 (estimated)","$392,924,807",1.0,64.0,6.776000000000002,25.0,3.0,60.66666666666666,16.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,275000000,392924807,0.42881748,2018-05-25,5.0,25.0,Friday,6.0,1.0,Spring
262,263,Something Wicked This Way Comes,tt0086336,movie,Something Wicked This Way Comes,1983,95,"Fantasy,Mystery,Thriller",6.7,9173.0,https://www.imdb.com/title/tt0086336,PG,1983-04-29 00:00:00,"$19,000,000 (estimated)","$8,400,000",1.0,62.0,7.239999999999999,5.0,1.0,63.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,19000000,8400000,-0.5578947368421052,1983-04-29,4.0,29.0,Friday,6.0,1.0,Spring
263,264,Son of Flubber,tt0057518,movie,Son of Flubber,1963,100,"Comedy,Family,Sci-Fi",6.1,2959.0,https://www.imdb.com/title/tt0057518,Approved,1963-01-16 00:00:00,"$2,000,000 (estimated)",error,1.0,58.0,6.4896551724137925,29.0,5.0,52.5,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2000000,0,-1.0,1963-01-16,1.0,16.0,Wednesday,4.0,4.0,Winter
264,265,Soul,tt2948372,movie,Soul,2020,100,"Adventure,Animation,Comedy",8.1,303412.0,https://www.imdb.com/title/tt2948372,PG,2020-12-25 00:00:00,error,"$120,957,731",2.0,52.0,7.75,4.0,1.0,49.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120957731,,2020-12-25,12.0,25.0,Friday,6.0,3.0,Fall
265,266,Sounder,tt0069303,movie,Sounder,1972,105,"Drama,Family",7.6,4123.0,https://www.imdb.com/title/tt0069303,G,1973-04-26 00:00:00,error,error,1.0,58.0,6.84,15.0,2.0,53.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1973-04-26,4.0,26.0,Thursday,5.0,1.0,Spring
266,267,Spies in Disguise,tt5814534,movie,Spies in Disguise,2019,102,"Action,Adventure,Animation",6.8,45713.0,https://www.imdb.com/title/tt5814534,PG,2019-12-25 00:00:00,"$100,000,000 (estimated)","$171,616,764",2.0,47.0,6.584294088531414,0.0,4.0,52.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000000,171616764,0.71616764,2019-12-25,12.0,25.0,Wednesday,4.0,3.0,Fall
267,268,Squanto: A Warrior's Tale,tt0111271,movie,Squanto: A Warrior's Tale,1994,102,"Adventure,Biography,Drama",6.0,1248.0,https://www.imdb.com/title/tt0111271,PG,1994-10-28 00:00:00,"$19,200,000 (estimated)","$3,342,223",1.0,50.0,7.400000000000001,3.0,1.0,54.5,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19200000,3342223,-0.8259258854166667,1994-10-28,10.0,28.0,Friday,6.0,3.0,Fall
268,269,Summer Magic,tt0057542,movie,Summer Magic,1963,110,"Comedy,Family,Musical",7.0,2417.0,https://www.imdb.com/title/tt0057542,Approved,1963-07-07 00:00:00,error,error,1.0,54.0,6.175000000000001,4.0,2.0,86.5,9.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1963-07-07,7.0,7.0,Sunday,1.0,2.0,Summer
269,270,Superdad,tt0070716,movie,Superdad,1973,96,"Comedy,Family",5.2,763.0,https://www.imdb.com/title/tt0070716,G,1974-02-01 00:00:00,error,error,1.0,44.0,6.1,4.0,2.0,59.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1974-02-01,2.0,1.0,Friday,6.0,4.0,Winter
270,271,Swiss Family Robinson,tt0054357,movie,Swiss Family Robinson,1960,126,"Adventure,Family",7.1,15929.0,https://www.imdb.com/title/tt0054357,G,1960-12-21 00:00:00,"$5,000,000 (estimated)","$40,356,000",1.0,46.0,6.254545454545454,22.0,2.0,134.5,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5000000,40356000,7.0712,1960-12-21,12.0,21.0,Wednesday,4.0,3.0,Fall
271,272,Tall Tale: The Unbelievable Adventure,tt0111359,movie,Tall Tale,1995,96,"Adventure,Family,Fantasy",5.9,3787.0,https://www.imdb.com/title/tt0111359,PG,1995-03-24 00:00:00,"$32,000,000 (estimated)","$11,047,627",1.0,40.0,6.866666666666667,3.0,2.0,42.0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32000000,11047627,-0.65476165625,1995-03-24,3.0,24.0,Friday,6.0,4.0,Winter
272,273,Tangled,tt0398286,movie,Tangled,2010,100,"Adventure,Animation,Comedy",7.8,436721.0,https://www.imdb.com/title/tt0398286,PG,2010-11-24 00:00:00,"$260,000,000 (estimated)","$592,462,816",2.0,38.5,6.9,1.0,3.0,161.0,81.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,260000000,592462816,1.2787031384615384,2010-11-24,11.0,24.0,Wednesday,4.0,3.0,Fall
273,274,Tarzan,tt0120855,movie,Tarzan,1999,88,"Adventure,Animation,Comedy",7.3,219094.0,https://www.imdb.com/title/tt0120855,G,1999-06-18 00:00:00,"$130,000,000 (estimated)","$448,191,819",2.0,39.0,6.584294088531414,0.0,4.0,29.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130000000,448191819,2.447629376923077,1999-06-18,6.0,18.0,Friday,6.0,1.0,Spring
274,275,Tarzan,tt1705952,movie,Tarzan,2013,94,"Action,Adventure,Animation",4.8,12504.0,https://www.imdb.com/title/tt1705952,PG,2014-02-20 00:00:00,error,"$44,095,996",1.0,47.0,4.8,3.0,2.0,138.0,53.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44095996,,2014-02-20,2.0,20.0,Thursday,5.0,4.0,Winter
275,276,Teacher's Pet,tt0350194,movie,Teacher's Pet,2004,73,"Adventure,Animation,Comedy",5.8,1778.0,https://www.imdb.com/title/tt0350194,PG,2004-01-16 00:00:00,"$10,000,000 (estimated)","$6,491,969",1.0,47.0,6.584294088531414,0.0,3.0,49.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000000,6491969,-0.3508031,2004-01-16,1.0,16.0,Friday,6.0,4.0,Winter
276,277,Ten Who Dared,tt0054372,movie,Ten Who Dared,1960,92,"Adventure,Family,Western",5.5,254.0,https://www.imdb.com/title/tt0054372,Not Rated,1960-11-01 00:00:00,error,error,1.0,68.0,5.983098591549295,142.0,2.0,92.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,1960-11-01,11.0,1.0,Tuesday,3.0,3.0,Fall
277,278,Tex,tt0084783,movie,Tex,1982,103,Drama,6.5,2208.0,https://www.imdb.com/title/tt0084783,PG,1982-07-30 00:00:00,error,"$7,400,000",1.0,35.0,6.584294088531414,0.0,2.0,31.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7400000,,1982-07-30,7.0,30.0,Friday,6.0,2.0,Summer
278,279,That Darn Cat,tt0059793,movie,That Darn Cat!,1965,116,"Comedy,Crime,Family",6.7,6854.0,https://www.imdb.com/title/tt0059793,Approved,1965-12-02 00:00:00,error,error,1.0,60.0,6.49090909090909,33.0,3.0,57.0,3.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1965-12-02,12.0,2.0,Thursday,5.0,3.0,Fall
279,280,That Darn Cat,tt0120317,movie,That Darn Cat,1997,89,"Action,Comedy,Crime",4.6,4407.0,https://www.imdb.com/title/tt0120317,PG,1997-02-14 00:00:00,error,"$18,301,610",1.0,52.0,6.584294088531414,0.0,5.0,67.4,4.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18301610,,1997-02-14,2.0,14.0,Friday,6.0,4.0,Winter
280,281,The Adventures Of Bullwhip Griffin,tt0061333,movie,The Adventures of Bullwhip Griffin,1967,108,"Action,Adventure,Comedy",6.5,1042.0,https://www.imdb.com/title/tt0061333,Approved,1967-03-08 00:00:00,error,error,1.0,58.0,6.3875,8.0,2.0,53.0,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1967-03-08,3.0,8.0,Wednesday,4.0,4.0,Winter
