,orig_index,DFL_title,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,lower_title,averageRating,numVotes,_merge
355,5280,The Many Adventures of Winnie the Pooh,tt0076363,movie,The Many Adventures of Winnie the Pooh,The Many Adventures of Winnie the Pooh,1977,74,"Adventure,Animation,Comedy",the many adventures of winnie the pooh,7.5,35504.0,both
356,5282,The Mighty Ducks,tt0104868,movie,The Mighty Ducks,The Mighty Ducks,1992,104,"Comedy,Drama,Family",the mighty ducks,6.5,65105.0,both
357,5286,The Million Dollar Duck,tt0066728,movie,The Million Dollar Duck,The Million Dollar Duck,1971,89,"Comedy,Family,Sci-Fi",the million dollar duck,5.7,2329.0,both
358,5287,The Million Dollar Duck,tt5372452,movie,The Million Dollar Duck,The Million Dollar Duck,2016,71,Documentary,the million dollar duck,7.5,93.0,both
359,5297,The Misadventures of Merlin Jones,tt0058355,movie,The Misadventures of Merlin Jones,The Misadventures of Merlin Jones,1964,91,"Comedy,Family,Sci-Fi",the misadventures of merlin jones,6.2,768.0,both
360,5298,The Monkey's Uncle,tt0059462,movie,The Monkey's Uncle,The Monkey's Uncle,1965,91,"Comedy,Family,Sci-Fi",the monkeys uncle,5.9,896.0,both
361,5302,The Moon-Spinners,tt0058371,movie,The Moon-Spinners,The Moon-Spinners,1964,118,"Adventure,Family,Mystery",the moonspinners,6.6,2607.0,both
362,5303,The Muppet Christmas Carol,tt0104940,movie,The Muppet Christmas Carol,The Muppet Christmas Carol,1992,85,"Comedy,Drama,Family",the muppet christmas carol,7.7,57288.0,both
363,5315,The Muppets,tt1204342,movie,The Muppets,The Muppets,2011,120,"Adventure,Comedy,Family",the muppets,7.1,91355.0,both
364,5354,The North Avenue Irregulars,tt0079639,movie,The North Avenue Irregulars,The North Avenue Irregulars,1979,100,"Action,Comedy,Crime",the north avenue irregulars,6.7,1223.0,both
365,5356,The Nutcracker and the Four Realms,tt5523010,movie,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,2018,99,"Adventure,Family,Fantasy",the nutcracker and the four realms,5.5,32856.0,both
366,5360,The Odd Life of Timothy Green,tt1462769,movie,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105,"Comedy,Drama,Family",the odd life of timothy green,6.6,46586.0,both
367,5365,"The One and Only, Genuine, Original Family Band",tt0063389,movie,"The One and Only, Genuine, Original Family Band","The One and Only, Genuine, Original Family Band",1968,110,"Comedy,Drama,Family",the one and only genuine original family band,6.3,919.0,both
368,5366,The Other Side of Heaven,tt0250371,movie,The Other Side of Heaven,The Other Side of Heaven,2001,113,"Adventure,Biography,Drama",the other side of heaven,6.3,4383.0,both
369,5367,The Pacifier,tt0395699,movie,The Pacifier,The Pacifier,2005,95,"Action,Comedy,Drama",the pacifier,5.6,92981.0,both
370,5369,The Parent Trap,tt0055277,movie,The Parent Trap,The Parent Trap,1961,129,"Comedy,Family,Romance",the parent trap,7.2,21100.0,both
371,5370,The Parent Trap,tt0120783,movie,The Parent Trap,The Parent Trap,1998,128,"Adventure,Comedy,Drama",the parent trap,6.6,132583.0,both
372,5412,The Peanuts Movie,tt2452042,movie,The Peanuts Movie,The Peanuts Movie,2015,88,"Adventure,Animation,Comedy",the peanuts movie,7.0,45149.0,both
373,5431,The Pixar Story,tt1059955,movie,The Pixar Story,The Pixar Story,2007,88,Documentary,the pixar story,7.7,6581.0,both
374,5432,The Princess and the Frog,tt0780521,movie,The Princess and the Frog,The Princess and the Frog,2009,97,"Adventure,Animation,Comedy",the princess and the frog,7.1,138175.0,both
375,5445,The Princess Diaries,tt0247638,movie,The Princess Diaries,The Princess Diaries,2001,115,"Comedy,Family,Romance",the princess diaries,6.3,139977.0,both
376,5450,The Princess Diaries 2: Royal Engagement,tt0368933,movie,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,2004,113,"Comedy,Family,Romance",the princess diaries 2 royal engagement,5.8,79196.0,both
377,5454,The Reluctant Dragon,tt0034091,movie,The Reluctant Dragon,The Reluctant Dragon,1941,74,"Animation,Comedy,Family",the reluctant dragon,6.8,3234.0,both
378,5465,The Rescuers,tt0076618,movie,The Rescuers,The Rescuers,1977,78,"Adventure,Animation,Comedy",the rescuers,6.9,62709.0,both
379,5468,The Rescuers,tt1346308,movie,The Rescuers,The Rescuers,2011,94,Documentary,the rescuers,7.4,31.0,both
380,5481,The Rescuers Down Under,tt0100477,movie,The Rescuers Down Under,The Rescuers Down Under,1990,77,"Adventure,Animation,Comedy",the rescuers down under,6.8,41877.0,both
381,5486,The Rocketeer,tt0102803,movie,The Rocketeer,The Rocketeer,1991,108,"Action,Adventure,Family",the rocketeer,6.5,56766.0,both
382,5499,The Rookie,tt0265662,movie,The Rookie,The Rookie,2002,127,"Drama,Family,Sport",the rookie,6.9,34372.0,both
383,5530,The Santa Clause,tt0111070,movie,The Santa Clause,The Santa Clause,1994,97,"Comedy,Drama,Family",the santa clause,6.5,113293.0,both
384,5539,The Santa Clause 2,tt0304669,movie,The Santa Clause 2,The Santa Clause 2,2002,104,"Comedy,Family,Fantasy",the santa clause 2,5.7,56302.0,both
385,5541,The Santa Clause 3: The Escape Clause,tt0452681,movie,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,2006,97,"Adventure,Comedy,Family",the santa clause 3 the escape clause,4.8,36953.0,both
386,5546,The Secret of The Magic Gourd,tt0496386,movie,The Secret of the Magic Gourd,Bao hu lu de mi mi,2007,84,"Drama,Family",the secret of the magic gourd,5.1,707.0,both
388,5548,The Shaggy D.A.,tt0075200,movie,The Shaggy D.A.,The Shaggy D.A.,1976,91,"Comedy,Family,Fantasy",the shaggy da,5.8,2996.0,both
389,5550,The Shaggy Dog,tt0053271,movie,The Shaggy Dog,The Shaggy Dog,1959,104,"Comedy,Family,Fantasy",the shaggy dog,6.5,4974.0,both
390,5552,The Shaggy Dog,tt0393735,movie,The Shaggy Dog,The Shaggy Dog,2006,98,"Comedy,Family,Fantasy",the shaggy dog,4.4,19073.0,both
391,5556,The Sign of Zorro,tt0054307,movie,The Sign of Zorro,The Sign of Zorro,1958,91,"Adventure,Drama,Family",the sign of zorro,7.0,1027.0,both
392,5567,The Sorcerer's Apprentice,tt0963966,movie,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109,"Action,Adventure,Family",the sorcerers apprentice,6.1,159913.0,both
393,5585,The Story of Robin Hood and His Merrie Men,tt0045197,movie,The Story of Robin Hood and His Merrie Men,The Story of Robin Hood and His Merrie Men,1952,84,"Action,Adventure,Family",the story of robin hood and his merrie men,6.6,1890.0,both
394,5586,The Straight Story,tt0166896,movie,The Straight Story,The Straight Story,1999,112,"Biography,Drama",the straight story,8.0,88804.0,both
395,5589,The Strongest Man in the World,tt0073760,movie,The Strongest Man in the World,The Strongest Man in the World,1975,92,"Comedy,Family,Sci-Fi",the strongest man in the world,5.9,3241.0,both
396,5595,The Sword and the Rose,tt0046387,movie,The Sword and the Rose,The Sword and the Rose,1953,92,"Adventure,Drama,Family",the sword and the rose,6.3,867.0,both
397,5596,The Sword and the Rose,tt1686635,movie,The Sword and the Rose,A Espada e a Rosa,2010,142,"Adventure,Drama,Fantasy",the sword and the rose,5.6,93.0,both
398,5597,The Sword in the Stone,tt0057546,movie,The Sword in the Stone,The Sword in the Stone,1963,79,"Adventure,Animation,Comedy",the sword in the stone,7.2,95874.0,both
400,5604,The Three Caballeros,tt0038166,movie,The Three Caballeros,The Three Caballeros,1944,71,"Animation,Comedy,Family",the three caballeros,6.4,13787.0,both
401,5608,The Three Lives Of Thomasina,tt0057579,movie,The Three Lives of Thomasina,The Three Lives of Thomasina,1963,97,"Drama,Family",the three lives of thomasina,7.3,2327.0,both
402,5620,The Three Musketeers,tt0108333,movie,The Three Musketeers,The Three Musketeers,1993,105,"Action,Adventure,Comedy",the three musketeers,6.4,54184.0,both
403,5678,The Tigger Movie,tt0220099,movie,The Tigger Movie,The Tigger Movie,2000,77,"Adventure,Animation,Comedy",the tigger movie,6.3,18670.0,both
404,5680,The Ugly Dachshund,tt0061135,movie,The Ugly Dachshund,The Ugly Dachshund,1966,93,"Comedy,Family",the ugly dachshund,6.6,4084.0,both
405,5681,The Vanishing Prairie,tt0047642,movie,The Vanishing Prairie,The Vanishing Prairie,1954,71,"Documentary,Family",the vanishing prairie,7.4,616.0,both
406,5683,The Watcher in the Woods,tt0081738,movie,The Watcher in the Woods,The Watcher in the Woods,1980,84,"Family,Horror,Mystery",the watcher in the woods,6.1,6227.0,both
407,5687,The Wild,tt0405469,movie,The Wild,The Wild,2006,95,"Adventure,Animation,Comedy",the wild,5.2,25590.0,both
408,5700,The Wild Country,tt0067985,movie,The Wild Country,The Wild Country,1970,100,"Action,Adventure,Comedy",the wild country,6.3,304.0,both
409,5701,The World's Greatest Athlete,tt0070928,movie,The World's Greatest Athlete,The World's Greatest Athlete,1973,93,"Comedy,Family,Romance",the worlds greatest athlete,5.7,1592.0,both
410,5702,The Young Black Stallion,tt0318850,movie,The Young Black Stallion,The Young Black Stallion,2003,50,"Adventure,Drama,Family",the young black stallion,5.4,1167.0,both
411,5703,Third Man on the Mountain,tt0053352,movie,Third Man on the Mountain,Third Man on the Mountain,1959,107,"Adventure,Drama,Family",third man on the mountain,7.1,1034.0,both
412,5707,Thor Ragnarok,tt3501632,movie,Thor: Ragnarok,Thor: Ragnarok,2017,130,"Action,Adventure,Comedy",thor ragnarok,7.9,686708.0,both
413,5720,Those Calloways,tt0059796,movie,Those Calloways,Those Calloways,1965,131,"Drama,Family",those calloways,6.6,703.0,both
414,5722,Toby Tyler,tt0054390,movie,Toby Tyler or Ten Weeks with a Circus,Toby Tyler or Ten Weeks with a Circus,1960,96,"Drama,Family",toby tyler or ten weeks with a circus,6.9,973.0,both
415,5723,Tom and Huck,tt0112302,movie,Tom and Huck,Tom and Huck,1995,97,"Adventure,Comedy,Drama",tom and huck,5.5,10725.0,both
416,5731,Tomorrowland,tt1964418,movie,Tomorrowland,Tomorrowland,2015,130,"Action,Adventure,Family",tomorrowland,6.4,180118.0,both
417,5745,Tonka,tt0052300,movie,Tonka,Tonka,1958,97,"Adventure,Drama,Family",tonka,6.3,453.0,both
418,5768,Toy Story,tt0114709,movie,Toy Story,Toy Story,1995,81,"Adventure,Animation,Comedy",toy story,8.3,955617.0,both
419,5799,Toy Story 2,tt0120363,movie,Toy Story 2,Toy Story 2,1999,92,"Adventure,Animation,Comedy",toy story 2,7.9,562201.0,both
420,5809,Toy Story 3,tt0435761,movie,Toy Story 3,Toy Story 3,2010,103,"Adventure,Animation,Comedy",toy story 3,8.3,807509.0,both
421,5841,Toy Story 4,tt1979376,movie,Toy Story 4,Toy Story 4,2019,100,"Adventure,Animation,Comedy",toy story 4,7.7,235058.0,both
422,5843,Trail of the Panda,tt1247700,movie,Trail of the Panda,Xiong mao hui jia lu,2009,87,"Adventure,Family",trail of the panda,6.3,206.0,both
423,5849,Treasure Island,tt0043067,movie,Treasure Island,Treasure Island,1950,96,"Adventure,Family",treasure island,6.9,8160.0,both
424,5926,Treasure Of Matecumbe,tt0075347,movie,Treasure of Matecumbe,Treasure of Matecumbe,1976,117,"Adventure,Family,Western",treasure of matecumbe,6.1,778.0,both
425,5928,Treasure Planet,tt0133240,movie,Treasure Planet,Treasure Planet,2002,95,"Adventure,Animation,Family",treasure planet,7.2,113595.0,both
426,5936,Trenchcoat,tt0086476,movie,Trenchcoat,Trenchcoat,1983,91,"Comedy,Mystery,Thriller",trenchcoat,5.3,502.0,both
427,5939,Tron,tt0084827,movie,TRON,TRON,1982,96,"Action,Adventure,Sci-Fi",tron,6.8,119228.0,both
428,5954,TRON: Legacy,tt1104001,movie,TRON: Legacy,Tron,2010,125,"Action,Adventure,Sci-Fi",tron legacy,6.8,329133.0,both
429,5962,Tuck Everlasting,tt0081664,movie,Tuck Everlasting,Tuck Everlasting,1981,90,"Drama,Family,Fantasy",tuck everlasting,6.5,361.0,both
430,5963,Tuck Everlasting,tt0283084,movie,Tuck Everlasting,Tuck Everlasting,2002,90,"Drama,Family,Fantasy",tuck everlasting,6.6,23663.0,both
431,5968,Turning Red,tt8097030,movie,Turning Red,Turning Red,2022,100,"Adventure,Animation,Comedy",turning red,7.1,42991.0,both
432,5980,Underdog,tt0467110,movie,Underdog,Underdog,2007,100,"Action,Adventure,Comedy",underdog,4.8,21429.0,both
433,6007,Unidentified Flying Oddball,tt0080062,movie,Unidentified Flying Oddball,The Spaceman and King Arthur,1979,93,"Adventure,Comedy,Family",unidentified flying oddball,5.1,1168.0,both
434,6009,Up,tt0075376,movie,Up!,Up!,1976,80,"Comedy,Mystery,Thriller",up,5.8,2932.0,both
435,6013,Up,tt1049413,movie,Up,Up,2009,96,"Adventure,Animation,Comedy",up,8.3,1005876.0,both
436,6044,Valiant,tt0361089,movie,Valiant,Valiant,2005,76,"Adventure,Animation,Comedy",valiant,5.5,22570.0,both
437,6057,Waking Sleeping Beauty,tt1159961,movie,Waking Sleeping Beauty,Waking Sleeping Beauty,2009,86,"Documentary,Drama,History",waking sleeping beauty,7.6,2994.0,both
438,6059,Wall-E,tt0910970,movie,WALL·E,WALL·E,2008,98,"Adventure,Animation,Family",walle,8.4,1075052.0,both
439,6070,Walt & El Grupo,tt1223150,movie,Walt & El Grupo,Walt & El Grupo,2008,106,Documentary,walt  el grupo,6.4,415.0,both
440,6074,"Westward Ho, The Wagons!",tt0049945,movie,"Westward Ho, the Wagons!","Westward Ho, the Wagons!",1956,90,"Family,Western",westward ho the wagons,5.8,346.0,both
441,6075,Where The Red Fern Grows,tt0072402,movie,Where the Red Fern Grows,Where the Red Fern Grows,1974,97,"Drama,Family",where the red fern grows,6.9,3345.0,both
442,6076,Where The Red Fern Grows,tt0192788,movie,Where the Red Fern Grows,Where the Red Fern Grows,2003,86,"Drama,Family",where the red fern grows,6.4,1224.0,both
443,6078,Whispers: An Elephant's Tale,tt0185007,movie,Whispers: An Elephant's Tale,Whispers: An Elephant's Tale,2000,72,"Adventure,Family",whispers an elephants tale,5.0,357.0,both
444,6082,White Fang,tt0103247,movie,White Fang,White Fang,1991,107,"Adventure,Drama",white fang,6.7,20731.0,both
445,6091,White Fang 2: Myth of the White Wolf,tt0111701,movie,White Fang 2: Myth of the White Wolf,White Fang 2: Myth of the White Wolf,1994,106,"Adventure,Family",white fang 2 myth of the white wolf,5.4,2308.0,both
446,6092,White Wilderness,tt0052389,movie,White Wilderness,White Wilderness,1958,72,"Documentary,Family",white wilderness,5.4,443.0,both
447,6094,Wild Hearts Can't Be Broken,tt0103262,movie,Wild Hearts Can't Be Broken,Wild Hearts Can't Be Broken,1991,88,"Drama,Family,Romance",wild hearts cant be broken,7.2,5258.0,both
448,6095,Wings of Life,tt1222816,movie,Disneynature: Wings of Life,Pollen,2011,81,"Documentary,Family,News",disneynature wings of life,7.4,605.0,both
449,6096,Winnie the Pooh (2011),tt1449283,movie,Winnie the Pooh,Winnie the Pooh,2011,63,"Adventure,Animation,Comedy",winnie the pooh,7.2,24316.0,both
450,6097,Winnie the Pooh: A Very Merry Pooh Year,tt0324572,movie,Winnie the Pooh: A Very Merry Pooh Year,Winnie the Pooh: A Very Merry Pooh Year,2002,65,"Animation,Comedy,Drama",winnie the pooh a very merry pooh year,6.6,2491.0,both
451,6106,Wreck-It Ralph,tt1772341,movie,Wreck-It Ralph,Wreck-It Ralph,2012,101,"Adventure,Animation,Comedy",wreckit ralph,7.7,408321.0,both
452,6115,Yellowstone Cubs,tt0206446,movie,Yellowstone Cubs,Yellowstone Cubs,1963,48,"Adventure,Family",yellowstone cubs,6.9,286.0,both
453,6117,Zokkomon,tt1605790,movie,Zokkomon,Zokkomon,2011,109,"Action,Adventure,Family",zokkomon,4.1,402.0,both
454,6124,Zootopia,tt2948356,movie,Zootopia,Zootopia,2016,108,"Adventure,Animation,Comedy",zootopia,8.0,476716.0,both
