,nconst,director,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
16335,nm0842582,director,David Swift,1919.0,tt0054195,director,Pollyanna,134.0,"Comedy,Drama,Family",Approved,1960-05-19,1960.0,5.0,19.0,Thursday,0.0,0.0,,7.4,10132.0,both,41.0
16336,nm0842582,director,David Swift,1919.0,tt0055277,director,The Parent Trap,129.0,"Comedy,Family,Romance",Passed,1961-06-21,1961.0,6.0,21.0,Wednesday,0.0,29650385.0,inf,7.2,21100.0,both,42.0
16337,nm0842582,director,David Swift,1919.0,tt0056101,director,The Interns,120.0,Drama,error,1962-10-01,1962.0,10.0,1.0,Monday,0.0,0.0,,6.5,335.0,both,43.0
16338,nm0842582,director,David Swift,1919.0,tt0057262,director,Love Is a Ball,111.0,"Comedy,Romance",Not Rated,1963-05-14,1963.0,5.0,14.0,Tuesday,0.0,0.0,,6.0,563.0,both,44.0
16339,nm0842582,director,David Swift,1919.0,tt0057622,director,Under the Yum Yum Tree,110.0,"Comedy,Romance",Not Rated,1963-10-23,1963.0,10.0,23.0,Wednesday,0.0,0.0,,6.0,1687.0,both,44.0
16340,nm0842582,director,David Swift,1919.0,tt0058153,director,Good Neighbor Sam,130.0,Comedy,Approved,1964-07-22,1964.0,7.0,22.0,Wednesday,0.0,0.0,,6.8,2555.0,both,45.0
16341,nm0842582,director,David Swift,1919.0,tt0061791,director,How to Succeed in Business Without Really Trying,121.0,"Comedy,Musical",Approved,1967-03-09,1967.0,3.0,9.0,Thursday,0.0,0.0,,7.2,4629.0,both,48.0
16373,nm0847223,director,Isao Takahata,1935.0,tt0063668,director,Horus: Prince of the Sun,82.0,"Action,Adventure,Animation",Not Rated,1970-07-31,1968.0,7.0,31.0,Friday,0.0,0.0,,6.6,2250.0,both,33.0
16376,nm0847223,director,Isao Takahata,1935.0,tt0081881,director,Chie the Brat,105.0,"Animation,Comedy,Family",error,1981-04-11,1981.0,4.0,11.0,Saturday,0.0,0.0,,7.1,630.0,both,46.0
16377,nm0847223,director,Isao Takahata,1935.0,tt0083053,director,Gauche the Cellist,60.0,"Animation,Fantasy,Music",error,1982-01-23,1982.0,1.0,23.0,Saturday,0.0,30534.0,inf,7.0,1494.0,both,47.0
16378,nm0847223,director,Isao Takahata,1935.0,tt0094345,director,The Story of Yanagawa's Canals,167.0,Documentary,error,1987-07-03,1987.0,7.0,3.0,Friday,0.0,0.0,,7.6,161.0,both,52.0
16379,nm0847223,director,Isao Takahata,1935.0,tt0095327,director,Grave of the Fireflies,89.0,"Animation,Drama,War",Not Rated,1989-07-26,1988.0,7.0,26.0,Wednesday,3700000.0,516962.0,-0.8602805405405406,8.5,263746.0,both,53.0
16380,nm0847223,director,Isao Takahata,1935.0,tt0102587,director,Only Yesterday,118.0,"Animation,Drama,Romance",PG,2016-02-26,1991.0,2.0,26.0,Friday,0.0,545825.0,inf,7.6,31017.0,both,56.0
16381,nm0847223,director,Isao Takahata,1935.0,tt0110008,director,Pom Poko,119.0,"Animation,Comedy,Drama",PG,1995-12-25,1994.0,12.0,25.0,Monday,0.0,1252335.0,inf,7.3,28911.0,both,59.0
16382,nm0847223,director,Isao Takahata,1935.0,tt0206013,director,My Neighbors the Yamadas,104.0,"Animation,Comedy,Family",PG,2000-12-22,1999.0,12.0,22.0,Friday,2000000000.0,0.0,-1.0,7.2,13756.0,both,64.0
16515,nm0847223,director,Isao Takahata,1935.0,tt11512640,director,From the Apennines to the Andes: The Movie,107.0,"Adventure,Animation,Drama",error,1980-07-19,1980.0,7.0,19.0,Saturday,55000.0,0.0,-1.0,7.8,24.0,both,45.0
16644,nm0847223,director,Isao Takahata,1935.0,tt2555422,director,Anne of Green Gables: Road to Green Gables,100.0,"Animation,Drama,Family",error,2010-07-17,2010.0,7.0,17.0,Saturday,0.0,0.0,,7.1,307.0,both,75.0
16645,nm0847223,director,Isao Takahata,1935.0,tt2576852,director,The Tale of The Princess Kaguya,137.0,"Animation,Drama,Family",PG,2013-11-23,2013.0,11.0,23.0,Saturday,5000000000.0,24706166.0,-0.9950587668,8.0,44591.0,both,78.0
16711,nm0847223,director,Isao Takahata,1935.0,tt6649276,director,Heidi in the Mountains,93.0,"Adventure,Animation,Comedy",error,1979-03-17,1974.0,3.0,17.0,Saturday,1000000.0,0.0,-1.0,7.5,111.0,both,39.0
16712,nm0847223,director,Isao Takahata,1935.0,tt6650752,director,Heidi a scuola,,Animation,error,1974-01-01,1974.0,1.0,1.0,Tuesday,0.0,0.0,,6.0,29.0,both,39.0
16713,nm0847223,director,Isao Takahata,1935.0,tt6650832,director,Heidi in città,,"Adventure,Animation,Comedy",error,1974-01-01,1974.0,1.0,1.0,Tuesday,0.0,0.0,,5.5,33.0,both,39.0
16714,nm0847223,director,Isao Takahata,1935.0,tt6650886,director,Heidi torna tra i monti,,Animation,error,1979-01-01,1979.0,1.0,1.0,Monday,0.0,0.0,,7.2,70.0,both,44.0
16715,nm0856715,director,Peter Tewksbury,1923.0,tt0057543,director,Sunday in New York,105.0,"Comedy,Romance",Approved,1964-02-05,1963.0,2.0,5.0,Wednesday,2000000.0,0.0,-1.0,6.7,2967.0,both,40.0
16716,nm0856715,director,Peter Tewksbury,1923.0,tt0058056,director,Emil and the Detectives,99.0,"Comedy,Crime,Drama",Approved,1964-12-18,1964.0,12.0,18.0,Friday,0.0,0.0,,6.2,699.0,both,41.0
16717,nm0856715,director,Peter Tewksbury,1923.0,tt0061585,director,"Doctor, You've Got to Be Kidding!",94.0,"Comedy,Music,Romance",Not Rated,1967-04-26,1967.0,4.0,26.0,Wednesday,0.0,0.0,,5.3,459.0,both,44.0
16718,nm0856715,director,Peter Tewksbury,1923.0,tt0063643,director,"Stay Away, Joe",102.0,"Comedy,Musical,Romance",PG,1968-03-08,1968.0,3.0,8.0,Friday,0.0,0.0,,4.5,1290.0,both,45.0
16719,nm0856715,director,Peter Tewksbury,1923.0,tt0065125,director,The Trouble with Girls,97.0,"Comedy,History,Musical",G,1969-09-03,1969.0,9.0,3.0,Wednesday,0.0,0.0,,5.3,1514.0,both,46.0
16940,nm0859579,director,Theodore Thomas,,tt0113104,director,Frank and Ollie,89.0,Documentary,PG,1995-10-20,1995.0,10.0,20.0,Friday,0.0,0.0,,7.7,903.0,both,
16943,nm0859579,director,Theodore Thomas,,tt1223150,director,Walt & El Grupo,106.0,Documentary,PG,2008-04-26,2008.0,4.0,26.0,Saturday,0.0,20521.0,inf,6.4,415.0,both,
16944,nm0865709,director,Norman Tokar,1919.0,tt0055793,director,Big Red,89.0,"Adventure,Drama,Family",Not Rated,1962-06-06,1962.0,6.0,6.0,Wednesday,0.0,0.0,,6.4,762.0,both,43.0
16946,nm0865709,director,Norman Tokar,1919.0,tt0057473,director,Savage Sam,103.0,"Adventure,Drama,Family",Approved,1963-06-01,1963.0,6.0,1.0,Saturday,0.0,0.0,,6.1,1057.0,both,44.0
16947,nm0865709,director,Norman Tokar,1919.0,tt0058657,director,A Tiger Walks,91.0,"Drama,Family",Approved,1964-03-12,1964.0,3.0,12.0,Thursday,0.0,0.0,,6.3,349.0,both,45.0
16948,nm0865709,director,Norman Tokar,1919.0,tt0059796,director,Those Calloways,131.0,"Drama,Family",Approved,1965-11-05,1965.0,11.0,5.0,Friday,0.0,0.0,,6.6,703.0,both,46.0
16949,nm0865709,director,Norman Tokar,1919.0,tt0060420,director,"Follow Me, Boys!",131.0,"Drama,Family",Approved,1966-12-01,1966.0,12.0,1.0,Thursday,0.0,0.0,,7.2,2365.0,both,47.0
16950,nm0865709,director,Norman Tokar,1919.0,tt0061135,director,The Ugly Dachshund,93.0,"Comedy,Family",Not Rated,1966-02-16,1966.0,2.0,16.0,Wednesday,0.0,0.0,,6.6,4084.0,both,47.0
16952,nm0865709,director,Norman Tokar,1919.0,tt0061749,director,The Happiest Millionaire,141.0,"Comedy,Family,Musical",Approved,1968-07-10,1967.0,7.0,10.0,Wednesday,0.0,0.0,,6.6,2116.0,both,48.0
16953,nm0865709,director,Norman Tokar,1919.0,tt0063091,director,The Horse in the Gray Flannel Suit,113.0,"Comedy,Drama,Family",G,1970-06-19,1968.0,6.0,19.0,Friday,0.0,0.0,,6.3,1002.0,both,49.0
16954,nm0865709,director,Norman Tokar,1919.0,tt0064875,director,Rascal,85.0,"Drama,Family",G,1969-06-11,1969.0,6.0,11.0,Wednesday,0.0,0.0,,6.4,461.0,both,50.0
16955,nm0865709,director,Norman Tokar,1919.0,tt0065482,director,The Boatniks,99.0,"Comedy,Family",G,1970-07-01,1970.0,7.0,1.0,Wednesday,0.0,0.0,,5.5,771.0,both,51.0
16956,nm0865709,director,Norman Tokar,1919.0,tt0069291,director,Snowball Express,93.0,"Comedy,Family",G,1973-06-22,1972.0,6.0,22.0,Friday,0.0,0.0,,6.3,1781.0,both,53.0
16957,nm0865709,director,Norman Tokar,1919.0,tt0072402,director,Where the Red Fern Grows,97.0,"Drama,Family",G,1974-06-21,1974.0,6.0,21.0,Friday,0.0,0.0,,6.9,3345.0,both,55.0
16958,nm0865709,director,Norman Tokar,1919.0,tt0072653,director,The Apple Dumpling Gang,100.0,"Comedy,Family,Western",G,1975-07-01,1975.0,7.0,1.0,Tuesday,0.0,36853000.0,inf,6.4,5738.0,both,56.0
16959,nm0865709,director,Norman Tokar,1919.0,tt0074968,director,"No Deposit, No Return",112.0,"Comedy,Family",G,1976-02-05,1976.0,2.0,5.0,Thursday,0.0,0.0,,6.4,1521.0,both,57.0
16960,nm0865709,director,Norman Tokar,1919.0,tt0075807,director,Candleshoe,101.0,"Adventure,Comedy,Drama",G,1977-12-16,1977.0,12.0,16.0,Friday,0.0,0.0,,6.7,4353.0,both,58.0
16961,nm0865709,director,Norman Tokar,1919.0,tt0077305,director,The Cat from Outer Space,104.0,"Comedy,Family,Sci-Fi",G,1978-06-09,1978.0,6.0,9.0,Friday,4000000.0,0.0,-1.0,6.0,5121.0,both,59.0
17145,nm0867262,director,Stanley Tong,1960.0,tt0100167,director,The Stone Age Warriors,91.0,Action,error,1991-04-25,1991.0,4.0,25.0,Thursday,0.0,0.0,,6.3,58.0,both,31.0
17146,nm0867262,director,Stanley Tong,1960.0,tt0100778,director,Tin si hang dung III: Moh lui mut yat,91.0,"Action,Crime,Drama",error,1989-09-14,1989.0,9.0,14.0,Thursday,0.0,0.0,,5.9,172.0,both,29.0
17147,nm0867262,director,Stanley Tong,1960.0,tt0104558,director,Supercop,96.0,"Action,Comedy,Crime",R,1992-07-04,1992.0,7.0,4.0,Saturday,900000.0,16270600.0,17.078444444444443,6.9,21088.0,both,32.0
17148,nm0867262,director,Stanley Tong,1960.0,tt0106544,director,Supercop 2,104.0,"Action,Comedy,Crime",R,1993-10-21,1993.0,10.0,21.0,Thursday,0.0,0.0,,6.1,3965.0,both,33.0
17149,nm0867262,director,Stanley Tong,1960.0,tt0113326,director,Rumble in the Bronx,104.0,"Action,Comedy,Crime",R,1996-02-23,1995.0,2.0,23.0,Friday,7500000.0,32392047.0,3.3189396,6.7,41711.0,both,35.0
17150,nm0867262,director,Stanley Tong,1960.0,tt0116704,director,First Strike,107.0,"Action,Adventure,Comedy",PG-13,1997-01-10,1996.0,1.0,10.0,Friday,0.0,21890845.0,inf,6.6,20748.0,both,36.0
17151,nm0867262,director,Stanley Tong,1960.0,tt0119718,director,Mr. Magoo,87.0,"Adventure,Comedy,Family",PG,1997-12-25,1997.0,12.0,25.0,Thursday,30000000.0,21437192.0,-0.2854269333333333,4.0,15174.0,both,37.0
17152,nm0867262,director,Stanley Tong,1960.0,tt0266408,director,China Strike Force,103.0,"Action,Crime",R,2001-07-17,2000.0,7.0,17.0,Tuesday,13500000.0,145969.0,-0.9891874814814816,5.3,1790.0,both,40.0
17153,nm0867262,director,Stanley Tong,1960.0,tt0365847,director,The Myth,122.0,"Action,Adventure,Comedy",PG-13,2005-09-23,2005.0,9.0,23.0,Friday,15000000.0,6669097.0,-0.5553935333333333,6.1,15258.0,both,45.0
17157,nm0867262,director,Stanley Tong,1960.0,tt13936230,director,Rising Shaolin: The Protector,90.0,"Action,Drama",error,2021-02-12,2021.0,2.0,12.0,Friday,0.0,0.0,,5.2,46.0,both,61.0
17158,nm0867262,director,Stanley Tong,1960.0,tt4217392,director,Kung Fu Yoga,107.0,"Action,Adventure,Comedy",Not Rated,2017-01-28,2017.0,1.0,28.0,Saturday,65000000.0,257753889.0,2.965444446153846,5.2,10031.0,both,57.0
17160,nm0867262,director,Stanley Tong,1960.0,tt9695722,director,Vanguard,107.0,"Action,Adventure,Comedy",PG-13,2020-11-20,2020.0,11.0,20.0,Friday,0.0,50866901.0,inf,4.7,5121.0,both,60.0
17161,nm0869427,director,Robert Totten,1937.0,tt0057441,director,The Quick and the Dead,92.0,"Action,Drama,War",Approved,1963-01-01,1963.0,1.0,1.0,Tuesday,0.0,0.0,,6.0,137.0,both,26.0
17162,nm0869427,director,Robert Totten,1937.0,tt0064217,director,Death of a Gunfighter,94.0,Western,M,1969-05-08,1969.0,5.0,8.0,Thursday,0.0,0.0,,6.2,1291.0,both,32.0
17163,nm0869427,director,Robert Totten,1937.0,tt0067985,director,The Wild Country,100.0,"Action,Adventure,Comedy",G,1970-12-15,1970.0,12.0,15.0,Tuesday,0.0,0.0,,6.3,304.0,both,33.0
17167,nm0869427,director,Robert Totten,1937.0,tt0075087,director,Pony Express Rider,100.0,Western,G,1976-11-18,1976.0,11.0,18.0,Thursday,1000000.0,0.0,-1.0,5.3,140.0,both,39.0
17168,nm0869427,director,Robert Totten,1937.0,tt0097156,director,Dark Before Dawn,95.0,"Action,Mystery",PG-13,1988-09-01,1988.0,9.0,1.0,Thursday,0.0,0.0,,4.2,64.0,both,51.0
17247,nm0872045,director,Steve Trenbirth,,tt0283426,director,The Jungle Book 2,72.0,"Adventure,Animation,Comedy",G,2003-02-14,2003.0,2.0,14.0,Friday,20000000.0,186303759.0,8.31518795,5.3,16152.0,both,
17248,nm0872045,director,Steve Trenbirth,,tt0398872,director,Clifford's Really Big Movie,74.0,"Adventure,Animation,Comedy",G,2004-04-23,2004.0,4.0,23.0,Friday,70000.0,3255426.0,45.50608571428572,5.5,963.0,both,
17249,nm0872045,director,Steve Trenbirth,,tt0765465,director,The Legend of Secret Pass,92.0,"Animation,Family,Fantasy",Not Rated,2019-01-15,2010.0,1.0,15.0,Tuesday,25400000.0,0.0,-1.0,4.9,459.0,both,
17322,nm0873779,director,Gary Trousdale,1960.0,tt0101414,director,Beauty and the Beast,84.0,"Animation,Family,Fantasy",G,1991-11-22,1991.0,11.0,22.0,Friday,25000000.0,424967620.0,15.9987048,8.1,437761.0,both,31.0
17323,nm0873779,director,Gary Trousdale,1960.0,tt0116583,director,The Hunchback of Notre Dame,91.0,"Animation,Drama,Family",G,1996-06-21,1996.0,6.0,21.0,Friday,100000000.0,325338851.0,2.25338851,7.0,152908.0,both,36.0
17325,nm0873779,director,Gary Trousdale,1960.0,tt0230011,director,Atlantis: The Lost Empire,95.0,"Action,Adventure,Animation",PG,2001-06-15,2001.0,6.0,15.0,Friday,120000000.0,186053725.0,0.5504477083333333,6.9,115023.0,both,41.0
17337,nm0875744,director,Michael Tuchner,1932.0,tt0067952,director,Villain,98.0,"Crime,Drama,Thriller",R,1971-09-19,1971.0,9.0,19.0,Sunday,383786.0,0.0,-1.0,6.5,1707.0,both,39.0
17338,nm0875744,director,Michael Tuchner,1932.0,tt0068576,director,Fear Is the Key,103.0,"Action,Crime,Drama",PG,1972-12-26,1972.0,12.0,26.0,Tuesday,0.0,0.0,,6.3,1661.0,both,40.0
17340,nm0875744,director,Michael Tuchner,1932.0,tt0073480,director,Mr. Quilp,118.0,Musical,G,1975-11-20,1975.0,11.0,20.0,Thursday,0.0,0.0,,6.8,76.0,both,43.0
17342,nm0875744,director,Michael Tuchner,1932.0,tt0074799,director,The Likely Lads,90.0,Comedy,error,1976-04-08,1976.0,4.0,8.0,Thursday,0.0,0.0,,6.6,1174.0,both,44.0
17349,nm0875744,director,Michael Tuchner,1932.0,tt0086476,director,Trenchcoat,91.0,"Comedy,Mystery,Thriller",PG,1983-03-11,1983.0,3.0,11.0,Friday,5000000.0,4304286.0,-0.1391428,5.3,502.0,both,51.0
17358,nm0875744,director,Michael Tuchner,1932.0,tt0097891,director,The Misadventures of Mr. Wilt,92.0,"Comedy,Crime",R,1989-11-17,1989.0,11.0,17.0,Friday,0.0,0.0,,6.2,1049.0,both,57.0
17371,nm0875744,director,Michael Tuchner,1932.0,tt0233277,director,Back to the Secret Garden,100.0,"Family,Fantasy",G,2000-08-11,2000.0,8.0,11.0,Friday,0.0,0.0,,5.7,936.0,both,68.0
17390,nm0881038,director,Ron Underwood,1953.0,tt0100814,director,Tremors,96.0,"Comedy,Horror",PG-13,1990-01-19,1990.0,1.0,19.0,Friday,11000000.0,16667084.0,0.5151894545454545,7.2,133961.0,both,37.0
17391,nm0881038,director,Ron Underwood,1953.0,tt0101587,director,City Slickers,113.0,"Comedy,Western",PG-13,1991-06-07,1991.0,6.0,7.0,Friday,27000000.0,179033791.0,5.630881148148148,6.8,55316.0,both,38.0
17392,nm0881038,director,Ron Underwood,1953.0,tt0107091,director,Heart and Souls,104.0,"Comedy,Drama,Fantasy",PG-13,1993-08-13,1993.0,8.0,13.0,Friday,25000000.0,16589540.0,-0.3364184,7.0,17367.0,both,40.0
17393,nm0881038,director,Ron Underwood,1953.0,tt0111256,director,Speechless,99.0,"Comedy,Romance",PG-13,1994-12-16,1994.0,12.0,16.0,Friday,0.0,20667959.0,inf,5.7,5143.0,both,41.0
17394,nm0881038,director,Ron Underwood,1953.0,tt0120751,director,Mighty Joe Young,114.0,"Action,Adventure,Family",PG,1998-12-25,1998.0,12.0,25.0,Friday,90000000.0,50632037.0,-0.4374218111111111,5.7,28909.0,both,45.0
17395,nm0881038,director,Ron Underwood,1953.0,tt0180052,director,The Adventures of Pluto Nash,95.0,"Action,Comedy,Sci-Fi",PG-13,2002-08-16,2002.0,8.0,16.0,Friday,100000000.0,7103973.0,-0.92896027,3.8,25676.0,both,49.0
17397,nm0881038,director,Ron Underwood,1953.0,tt0311863,director,Stealing Sinatra,96.0,"Biography,Comedy,Drama",R,2003-01-24,2003.0,1.0,24.0,Friday,10000000.0,0.0,-1.0,5.6,726.0,both,50.0
17399,nm0881038,director,Ron Underwood,1953.0,tt0426615,director,In the Mix,95.0,"Comedy,Crime,Drama",PG-13,2005-11-23,2005.0,11.0,23.0,Wednesday,0.0,10223896.0,inf,2.9,8302.0,both,52.0
17509,nm0881279,director,Lee Unkrich,1967.0,tt0120363,director,Toy Story 2,92.0,"Adventure,Animation,Comedy",G,1999-11-24,1999.0,11.0,24.0,Wednesday,90000000.0,497375381.0,4.526393122222222,7.9,562201.0,both,32.0
17510,nm0881279,director,Lee Unkrich,1967.0,tt0198781,director,"Monsters, Inc.",92.0,"Adventure,Animation,Comedy",G,2001-11-02,2001.0,11.0,2.0,Friday,115000000.0,579707738.0,4.040936852173913,8.1,876245.0,both,34.0
17511,nm0881279,director,Lee Unkrich,1967.0,tt0266543,director,Finding Nemo,100.0,"Adventure,Animation,Comedy",G,2003-05-30,2003.0,5.0,30.0,Friday,94000000.0,940352645.0,9.003751542553191,8.2,1009977.0,both,36.0
17512,nm0881279,director,Lee Unkrich,1967.0,tt0435761,director,Toy Story 3,103.0,"Adventure,Animation,Comedy",G,2010-06-18,2010.0,6.0,18.0,Friday,200000000.0,1066970811.0,4.334854055,8.3,807509.0,both,43.0
17515,nm0881279,director,Lee Unkrich,1967.0,tt2380307,director,Coco,105.0,"Adventure,Animation,Comedy",PG,2017-11-22,2017.0,11.0,22.0,Wednesday,175000000.0,807817888.0,3.616102217142857,8.4,468350.0,both,50.0
17517,nm0893659,director,Gore Verbinski,1964.0,tt0119715,director,Mousehunt,98.0,Comedy,PG,1997-12-19,1997.0,12.0,19.0,Friday,38000000.0,122417389.0,2.2215102368421054,6.5,55916.0,both,33.0
17519,nm0893659,director,Gore Verbinski,1964.0,tt0236493,director,The Mexican,123.0,"Adventure,Comedy,Crime",R,2001-03-02,2001.0,3.0,2.0,Friday,57000000.0,147845033.0,1.59377250877193,6.1,107478.0,both,37.0
17520,nm0893659,director,Gore Verbinski,1964.0,tt0298130,director,The Ring,115.0,"Horror,Mystery",PG-13,2002-10-18,2002.0,10.0,18.0,Friday,48000000.0,249348933.0,4.1947694375,7.1,340125.0,both,38.0
17521,nm0893659,director,Gore Verbinski,1964.0,tt0325980,director,Pirates of the Caribbean: The Curse of the Black Pearl,143.0,"Action,Adventure,Fantasy",PG-13,2003-07-09,2003.0,7.0,9.0,Wednesday,140000000.0,654264015.0,3.673314392857143,8.1,1068548.0,both,39.0
17522,nm0893659,director,Gore Verbinski,1964.0,tt0383574,director,Pirates of the Caribbean: Dead Man's Chest,151.0,"Action,Adventure,Fantasy",PG-13,2006-07-07,2006.0,7.0,7.0,Friday,225000000.0,1066179747.0,3.738576653333333,7.4,691605.0,both,42.0
17523,nm0893659,director,Gore Verbinski,1964.0,tt0384680,director,The Weather Man,102.0,"Comedy,Drama",R,2005-10-28,2005.0,10.0,28.0,Friday,22000000.0,19126398.0,-0.1306182727272727,6.6,79701.0,both,41.0
17524,nm0893659,director,Gore Verbinski,1964.0,tt0449088,director,Pirates of the Caribbean: At World's End,169.0,"Action,Adventure,Fantasy",PG-13,2007-05-25,2007.0,5.0,25.0,Friday,300000000.0,960996492.0,2.20332164,7.1,628678.0,both,43.0
17526,nm0893659,director,Gore Verbinski,1964.0,tt1192628,director,Rango,107.0,"Action,Adventure,Animation",PG,2011-03-04,2011.0,3.0,4.0,Friday,135000000.0,245724603.0,0.8201822444444444,7.2,255609.0,both,47.0
17527,nm0893659,director,Gore Verbinski,1964.0,tt1210819,director,The Lone Ranger,150.0,"Action,Adventure,Western",PG-13,2013-07-03,2013.0,7.0,3.0,Wednesday,215000000.0,260502115.0,0.2116377441860465,6.4,230467.0,both,49.0
17531,nm0893659,director,Gore Verbinski,1964.0,tt4731136,director,A Cure for Wellness,146.0,"Drama,Fantasy,Horror",R,2017-02-17,2016.0,2.0,17.0,Friday,40000000.0,26620002.0,-0.33449995,6.4,94802.0,both,52.0
17532,nm0898547,director,Robert Vince,,tt0196106,director,MVP: Most Valuable Primate,93.0,"Comedy,Family,Sport",PG,2000-10-20,2000.0,10.0,20.0,Friday,4500000.0,1248746.0,-0.7225008888888889,4.1,2536.0,both,
17533,nm0898547,director,Robert Vince,,tt0285685,director,MVP: Most Vertical Primate,87.0,"Comedy,Family,Sport",G,2001-11-16,2001.0,11.0,16.0,Friday,0.0,0.0,,3.9,1231.0,both,
17536,nm0898547,director,Robert Vince,,tt0367088,director,Spymate,81.0,"Adventure,Comedy,Family",PG,2006-06-09,2003.0,6.0,9.0,Friday,0.0,46007.0,inf,4.0,1274.0,both,
17537,nm0898547,director,Robert Vince,,tt0387925,director,Chestnut: Hero of Central Park,87.0,"Comedy,Drama,Family",G,2005-07-20,2004.0,7.0,20.0,Wednesday,0.0,247327.0,inf,5.6,1262.0,both,
17558,nm0898547,director,Robert Vince,,tt2414212,director,Santa Paws 2: The Santa Pups,88.0,"Adventure,Family",G,2012-11-20,2012.0,11.0,20.0,Tuesday,0.0,0.0,,4.9,1367.0,both,
17560,nm0898547,director,Robert Vince,,tt4257950,director,Russell Madness,92.0,Family,PG,2015-05-10,2015.0,5.0,10.0,Sunday,0.0,43288.0,inf,4.2,654.0,both,
17561,nm0898547,director,Robert Vince,,tt4820278,director,Monkey Up,83.0,"Comedy,Family,Fantasy",PG,2016-01-22,2016.0,1.0,22.0,Friday,0.0,0.0,,3.8,396.0,both,
17563,nm0898547,director,Robert Vince,,tt6357074,director,Pup Star: Better 2Gether,92.0,Family,PG,2017-08-29,2017.0,8.0,29.0,Tuesday,2500000.0,0.0,-1.0,4.4,234.0,both,
17564,nm0898547,director,Robert Vince,,tt7322864,director,Pup Star: World Tour,87.0,"Comedy,Family,Musical",G,2018-05-05,2018.0,5.0,5.0,Saturday,0.0,0.0,,3.9,205.0,both,
17565,nm0898547,director,Robert Vince,,tt8861786,director,Puppy Star Christmas,91.0,"Comedy,Family,Musical",PG,2018-11-20,2018.0,11.0,20.0,Tuesday,1000000.0,0.0,-1.0,3.6,246.0,both,
17567,nm0906548,director,Rupert Wainwright,1961.0,tt0109287,director,Blank Check,93.0,"Comedy,Crime,Family",PG,1994-02-11,1994.0,2.0,11.0,Friday,0.0,30577969.0,inf,5.2,20390.0,both,33.0
17568,nm0906548,director,Rupert Wainwright,1961.0,tt0114322,director,The Sadness of Sex,87.0,"Comedy,Romance",error,1998-03-06,1995.0,3.0,6.0,Friday,0.0,0.0,,6.6,116.0,both,34.0
17569,nm0906548,director,Rupert Wainwright,1961.0,tt0145531,director,Stigmata,103.0,Horror,R,1999-09-10,1999.0,9.0,10.0,Friday,29000000.0,89446268.0,2.084354068965517,6.2,67832.0,both,38.0
17573,nm0906548,director,Rupert Wainwright,1961.0,tt0432291,director,The Fog,100.0,"Horror,Mystery",PG-13,2005-10-14,2005.0,10.0,14.0,Friday,18000000.0,46201432.0,1.5667462222222222,3.7,36667.0,both,44.0
17584,nm0908824,director,Randall Wallace,1949.0,tt0120744,director,The Man in the Iron Mask,132.0,"Action,Adventure,Drama",PG-13,1998-03-13,1998.0,3.0,13.0,Friday,35000000.0,182968902.0,4.227682914285714,6.5,164884.0,both,49.0
