,nconst,director,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
293,nm0000318,director,Tim Burton,1958.0,tt3861390,director,Dumbo,112.0,"Adventure,Family,Fantasy",PG,2019-03-29,2019.0,3.0,29.0,Friday,170000000.0,353284621.0,1.0781448294117648,6.3,73345.0,both,61.0
304,nm0000540,director,Russ Meyer,1922.0,tt0052920,director,Mr. Tease and His Playthings,68.0,Comedy,R,1960-01-22,1959.0,1.0,22.0,Friday,24000.0,0.0,-1.0,4.6,936.0,both,37.0
306,nm0000540,director,Russ Meyer,1922.0,tt0054852,director,Erotica,68.0,Comedy,error,1961-07-14,1961.0,7.0,14.0,Friday,4000.0,0.0,-1.0,4.6,120.0,both,39.0
307,nm0000540,director,Russ Meyer,1922.0,tt0054859,director,Eve and the Handyman,65.0,"Comedy,Romance",error,1961-05-05,1961.0,5.0,5.0,Friday,0.0,0.0,,4.0,530.0,both,39.0
308,nm0000540,director,Russ Meyer,1922.0,tt0056692,director,Wild Gals of the Naked West,65.0,"Comedy,Western",R,1962-05-09,1962.0,5.0,9.0,Wednesday,26000.0,0.0,-1.0,4.1,692.0,both,40.0
309,nm0000540,director,Russ Meyer,1922.0,tt0057047,director,Europe in the Raw,72.0,Documentary,Not Rated,1963-03-28,1963.0,3.0,28.0,Thursday,0.0,0.0,,4.8,156.0,both,41.0
310,nm0000540,director,Russ Meyer,1922.0,tt0057133,director,Heavenly Bodies!,62.0,Comedy,error,1966-07-01,1963.0,7.0,1.0,Friday,5000.0,0.0,-1.0,5.3,97.0,both,41.0
311,nm0000540,director,Russ Meyer,1922.0,tt0058088,director,Russ Meyer's Fanny Hill,104.0,Comedy,GP,1965-03-10,1964.0,3.0,10.0,Wednesday,0.0,0.0,,4.3,315.0,both,42.0
312,nm0000540,director,Russ Meyer,1922.0,tt0058301,director,Russ Meyer's Lorna,78.0,Drama,Unrated,1964-10-01,1964.0,10.0,1.0,Thursday,60000.0,0.0,-1.0,5.8,1106.0,both,42.0
313,nm0000540,director,Russ Meyer,1922.0,tt0059170,director,"Faster, Pussycat! Kill! Kill!",83.0,"Action,Comedy",Not Rated,1965-08-06,1965.0,8.0,6.0,Friday,45000.0,0.0,-1.0,6.6,14745.0,both,43.0
314,nm0000540,director,Russ Meyer,1922.0,tt0059474,director,Motorpsycho!,74.0,"Action,Thriller",error,1965-08-12,1965.0,8.0,12.0,Thursday,38000.0,0.0,-1.0,5.9,1521.0,both,43.0
316,nm0000540,director,Russ Meyer,1922.0,tt0060712,director,Mondo Topless,60.0,Documentary,X,1966-10-01,1966.0,10.0,1.0,Saturday,12000.0,0.0,-1.0,4.8,1208.0,both,44.0
317,nm0000540,director,Russ Meyer,1922.0,tt0061504,director,Common Law Cabin,70.0,Comedy,R,1967-07-01,1967.0,7.0,1.0,Saturday,0.0,0.0,,4.8,694.0,both,45.0
318,nm0000540,director,Russ Meyer,1922.0,tt0061719,director,Good Morning... and Goodbye!,80.0,"Comedy,Drama",R,1968-02-19,1967.0,2.0,19.0,Monday,55000.0,0.0,-1.0,5.5,555.0,both,45.0
319,nm0000540,director,Russ Meyer,1922.0,tt0062973,director,"Finders Keepers, Lovers Weepers!",71.0,"Crime,Drama",error,1969-08-28,1968.0,8.0,28.0,Thursday,82000.0,0.0,-1.0,5.3,536.0,both,46.0
320,nm0000540,director,Russ Meyer,1922.0,tt0063787,director,Vixen!,70.0,Drama,X,1968-10-22,1968.0,10.0,22.0,Tuesday,76000.0,0.0,-1.0,5.6,2796.0,both,46.0
321,nm0000540,director,Russ Meyer,1922.0,tt0064160,director,"Cherry, Harry & Raquel!",71.0,"Action,Comedy",X,1972-01-01,1969.0,1.0,1.0,Saturday,90000.0,0.0,-1.0,5.3,1238.0,both,47.0
322,nm0000540,director,Russ Meyer,1922.0,tt0065466,director,Beyond the Valley of the Dolls,109.0,"Comedy,Drama,Music",X,1970-06-17,1970.0,6.0,17.0,Wednesday,900000.0,0.0,-1.0,6.1,11005.0,both,48.0
323,nm0000540,director,Russ Meyer,1922.0,tt0067736,director,The Seven Minutes,115.0,Drama,R,1971-07-23,1971.0,7.0,23.0,Friday,0.0,0.0,,5.6,397.0,both,49.0
324,nm0000540,director,Russ Meyer,1922.0,tt0069796,director,Black Snake,82.0,Thriller,R,1973-08-10,1973.0,8.0,10.0,Friday,300000.0,0.0,-1.0,5.0,617.0,both,51.0
325,nm0000540,director,Russ Meyer,1922.0,tt0073768,director,Supervixens,106.0,Comedy,Unrated,1976-11-13,1975.0,11.0,13.0,Saturday,100000.0,0.0,-1.0,6.0,4504.0,both,53.0
326,nm0000540,director,Russ Meyer,1922.0,tt0075376,director,Up!,80.0,"Comedy,Mystery,Thriller",X,1983-12-07,1976.0,12.0,7.0,Wednesday,0.0,0.0,,5.8,2932.0,both,54.0
327,nm0000540,director,Russ Meyer,1922.0,tt0078846,director,Beneath the Valley of the Ultra-Vixens,93.0,Comedy,X,1979-04-01,1979.0,4.0,1.0,Sunday,239000.0,0.0,-1.0,5.5,3066.0,both,57.0
338,nm0000600,director,Sam Raimi,1959.0,tt0083907,director,The Evil Dead,85.0,Horror,NC-17,1983-04-15,1981.0,4.0,15.0,Friday,350000.0,2895379.0,7.272511428571429,7.4,201650.0,both,22.0
339,nm0000600,director,Sam Raimi,1959.0,tt0088967,director,Crimewave,86.0,"Comedy,Crime,Horror",PG-13,1986-04-25,1985.0,4.0,25.0,Friday,3000000.0,5101.0,-0.9982996666666668,5.6,5725.0,both,26.0
340,nm0000600,director,Sam Raimi,1959.0,tt0092991,director,Evil Dead II,84.0,"Comedy,Horror",R,1987-03-13,1987.0,3.0,13.0,Friday,3600000.0,5924421.0,0.6456725,7.7,158839.0,both,28.0
341,nm0000600,director,Sam Raimi,1959.0,tt0099365,director,Darkman,96.0,"Action,Sci-Fi,Thriller",R,1990-08-24,1990.0,8.0,24.0,Friday,14000000.0,48878502.0,2.4913215714285712,6.4,62690.0,both,31.0
342,nm0000600,director,Sam Raimi,1959.0,tt0106308,director,Army of Darkness,81.0,"Comedy,Horror",R,1993-02-19,1992.0,2.0,19.0,Friday,11000000.0,11505128.0,0.0459207272727272,7.4,172734.0,both,33.0
343,nm0000600,director,Sam Raimi,1959.0,tt0114214,director,The Quick and the Dead,108.0,"Action,Romance,Thriller",R,1995-02-10,1995.0,2.0,10.0,Friday,32000000.0,18636537.0,-0.41760821875,6.5,91518.0,both,36.0
344,nm0000600,director,Sam Raimi,1959.0,tt0120324,director,A Simple Plan,121.0,"Crime,Drama,Thriller",R,1999-01-22,1998.0,1.0,22.0,Friday,30000000.0,16316273.0,-0.4561242333333333,7.5,68520.0,both,39.0
345,nm0000600,director,Sam Raimi,1959.0,tt0126916,director,For Love of the Game,137.0,"Drama,Romance,Sport",PG-13,1999-09-17,1999.0,9.0,17.0,Friday,80000000.0,46112640.0,-0.423592,6.6,34453.0,both,40.0
346,nm0000600,director,Sam Raimi,1959.0,tt0145487,director,Spider-Man,121.0,"Action,Adventure,Sci-Fi",PG-13,2002-05-03,2002.0,5.0,3.0,Friday,139000000.0,825025036.0,4.935431913669064,7.4,786993.0,both,43.0
347,nm0000600,director,Sam Raimi,1959.0,tt0219699,director,The Gift,112.0,"Drama,Fantasy,Horror",R,2001-01-19,2000.0,1.0,19.0,Friday,10000000.0,44567606.0,3.4567606,6.7,67578.0,both,41.0
348,nm0000600,director,Sam Raimi,1959.0,tt0316654,director,Spider-Man 2,127.0,"Action,Adventure,Sci-Fi",PG-13,2004-06-30,2004.0,6.0,30.0,Wednesday,200000000.0,788976453.0,2.944882265,7.4,626127.0,both,45.0
349,nm0000600,director,Sam Raimi,1959.0,tt0413300,director,Spider-Man 3,139.0,"Action,Adventure,Sci-Fi",PG-13,2007-05-04,2007.0,5.0,4.0,Friday,258000000.0,894983373.0,2.4689278023255814,6.3,567275.0,both,48.0
351,nm0000600,director,Sam Raimi,1959.0,tt1127180,director,Drag Me to Hell,99.0,Horror,PG-13,2009-05-29,2009.0,5.0,29.0,Friday,30000000.0,90842646.0,2.0280882,6.6,198137.0,both,50.0
355,nm0000600,director,Sam Raimi,1959.0,tt1623205,director,Oz the Great and Powerful,130.0,"Adventure,Family,Fantasy",PG,2013-03-08,2013.0,3.0,8.0,Friday,215000000.0,493311825.0,1.294473604651163,6.3,205545.0,both,54.0
377,nm0000709,director,Robert Zemeckis,1951.0,tt0077714,director,I Wanna Hold Your Hand,104.0,"Comedy,Music,Romance",PG,1978-01-01,1978.0,1.0,1.0,Sunday,2700000.0,1944682.0,-0.2797474074074074,6.8,4950.0,both,27.0
378,nm0000709,director,Robert Zemeckis,1951.0,tt0081698,director,Used Cars,113.0,Comedy,R,1980-07-11,1980.0,7.0,11.0,Friday,8000000.0,11715321.0,0.464415125,6.7,14879.0,both,29.0
379,nm0000709,director,Robert Zemeckis,1951.0,tt0088011,director,Romancing the Stone,106.0,"Action,Adventure,Comedy",PG,1984-03-30,1984.0,3.0,30.0,Friday,10000000.0,86572238.0,7.6572238,6.9,91245.0,both,33.0
380,nm0000709,director,Robert Zemeckis,1951.0,tt0088763,director,Back to the Future,116.0,"Adventure,Comedy,Sci-Fi",PG,1985-07-03,1985.0,7.0,3.0,Wednesday,19000000.0,383336762.0,19.17561905263158,8.6,1150475.0,both,34.0
381,nm0000709,director,Robert Zemeckis,1951.0,tt0096438,director,Who Framed Roger Rabbit,104.0,"Adventure,Animation,Comedy",PG,1988-06-22,1988.0,6.0,22.0,Wednesday,70000000.0,329803958.0,3.7114851142857135,7.7,195538.0,both,37.0
382,nm0000709,director,Robert Zemeckis,1951.0,tt0096874,director,Back to the Future Part II,108.0,"Adventure,Comedy,Sci-Fi",PG,1989-11-22,1989.0,11.0,22.0,Wednesday,40000000.0,332500002.0,7.31250005,7.9,514689.0,both,38.0
383,nm0000709,director,Robert Zemeckis,1951.0,tt0099088,director,Back to the Future Part III,118.0,"Adventure,Comedy,Sci-Fi",PG,1990-05-25,1990.0,5.0,25.0,Friday,40000000.0,245077583.0,5.126939575,7.5,432775.0,both,39.0
384,nm0000709,director,Robert Zemeckis,1951.0,tt0104070,director,Death Becomes Her,104.0,"Comedy,Fantasy,Horror",PG-13,1992-07-31,1992.0,7.0,31.0,Friday,55000000.0,149022650.0,1.7095027272727272,6.6,114870.0,both,41.0
385,nm0000709,director,Robert Zemeckis,1951.0,tt0109830,director,Forrest Gump,142.0,"Drama,Romance",PG-13,1994-07-06,1994.0,7.0,6.0,Wednesday,55000000.0,678226133.0,11.331384236363636,8.8,1976803.0,both,43.0
386,nm0000709,director,Robert Zemeckis,1951.0,tt0118884,director,Contact,150.0,"Drama,Mystery,Sci-Fi",PG,1997-07-11,1997.0,7.0,11.0,Friday,90000000.0,171120329.0,0.9013369888888888,7.5,268988.0,both,46.0
387,nm0000709,director,Robert Zemeckis,1951.0,tt0161081,director,What Lies Beneath,130.0,"Drama,Horror,Mystery",PG-13,2000-07-21,2000.0,7.0,21.0,Friday,100000000.0,291420351.0,1.91420351,6.6,124044.0,both,49.0
388,nm0000709,director,Robert Zemeckis,1951.0,tt0162222,director,Cast Away,143.0,"Adventure,Drama,Romance",PG-13,2000-12-22,2000.0,12.0,22.0,Friday,90000000.0,429632142.0,3.773690466666667,7.8,571623.0,both,49.0
391,nm0000709,director,Robert Zemeckis,1951.0,tt0338348,director,The Polar Express,100.0,"Adventure,Animation,Comedy",G,2004-11-10,2004.0,11.0,10.0,Wednesday,165000000.0,315249768.0,0.9106046545454546,6.6,200317.0,both,53.0
392,nm0000709,director,Robert Zemeckis,1951.0,tt0442933,director,Beowulf,115.0,"Action,Adventure,Animation",PG-13,2007-11-16,2007.0,11.0,16.0,Friday,150000000.0,196393745.0,0.3092916333333333,6.3,166784.0,both,56.0
398,nm0000709,director,Robert Zemeckis,1951.0,tt0805647,director,The Witches,106.0,"Adventure,Comedy,Family",PG,2020-10-22,2020.0,10.0,22.0,Thursday,0.0,27103571.0,inf,5.3,37433.0,both,69.0
400,nm0000709,director,Robert Zemeckis,1951.0,tt1067106,director,A Christmas Carol,96.0,"Adventure,Animation,Comedy",PG,2009-11-06,2009.0,11.0,6.0,Friday,200000000.0,325286646.0,0.62643323,6.8,112582.0,both,58.0
402,nm0000709,director,Robert Zemeckis,1951.0,tt1907668,director,Flight,138.0,"Drama,Thriller",R,2012-11-02,2012.0,11.0,2.0,Friday,31000000.0,161772375.0,4.21846370967742,7.3,345687.0,both,61.0
403,nm0000709,director,Robert Zemeckis,1951.0,tt3289724,director,Welcome to Marwen,116.0,"Biography,Comedy,Drama",PG-13,2018-12-21,2018.0,12.0,21.0,Friday,39000000.0,13061491.0,-0.6650899743589743,6.2,23222.0,both,67.0
404,nm0000709,director,Robert Zemeckis,1951.0,tt3488710,director,The Walk,123.0,"Adventure,Biography,Drama",PG,2015-10-09,2015.0,10.0,9.0,Friday,35000000.0,61181942.0,0.7480554857142857,7.3,126772.0,both,64.0
405,nm0000709,director,Robert Zemeckis,1951.0,tt3640424,director,Allied,124.0,"Action,Drama,Romance",R,2016-11-23,2016.0,11.0,23.0,Wednesday,85000000.0,119520023.0,0.4061179176470588,7.1,152711.0,both,65.0
410,nm0000709,director,Robert Zemeckis,1951.0,tt7763324,director,Amazing Stories,111.0,"Adventure,Fantasy,Sci-Fi",error,1986-07-10,1986.0,7.0,10.0,Thursday,0.0,0.0,,7.2,627.0,both,35.0
412,nm0000948,director,Shane Black,1961.0,tt0373469,director,Kiss Kiss Bang Bang,103.0,"Comedy,Crime,Mystery",R,2005-11-18,2005.0,11.0,18.0,Friday,15000000.0,15785148.0,0.0523432,7.5,224152.0,both,44.0
414,nm0000948,director,Shane Black,1961.0,tt1300854,director,Iron Man 3,130.0,"Action,Adventure,Sci-Fi",PG-13,2013-05-03,2013.0,5.0,3.0,Friday,200000000.0,1214811252.0,5.07405626,7.2,818517.0,both,52.0
418,nm0000948,director,Shane Black,1961.0,tt3799694,director,The Nice Guys,116.0,"Action,Comedy,Crime",R,2016-05-20,2016.0,5.0,20.0,Friday,50000000.0,62788218.0,0.25576436,7.4,310601.0,both,55.0
419,nm0000948,director,Shane Black,1961.0,tt3829266,director,The Predator,107.0,"Action,Adventure,Sci-Fi",R,2018-09-14,2018.0,9.0,14.0,Friday,88000000.0,160542134.0,0.8243424318181818,5.3,125796.0,both,57.0
421,nm0001060,director,Chris Columbus,1958.0,tt0092513,director,Adventures in Babysitting,102.0,"Adventure,Comedy,Crime",PG-13,1987-07-03,1987.0,7.0,3.0,Friday,7000000.0,34368475.0,3.909782142857143,6.9,42893.0,both,29.0
422,nm0001060,director,Chris Columbus,1958.0,tt0095288,director,Heartbreak Hotel,97.0,"Comedy,Musical,Romance",PG-13,1988-09-30,1988.0,9.0,30.0,Friday,13000000.0,5509417.0,-0.5761986923076923,5.7,1385.0,both,30.0
423,nm0001060,director,Chris Columbus,1958.0,tt0099785,director,Home Alone,103.0,"Comedy,Family",PG,1990-11-16,1990.0,11.0,16.0,Friday,18000000.0,476684675.0,25.482481944444444,7.7,549559.0,both,32.0
424,nm0001060,director,Chris Columbus,1958.0,tt0102598,director,Only the Lonely,104.0,"Comedy,Romance",PG-13,1991-05-24,1991.0,5.0,24.0,Friday,0.0,25092802.0,inf,6.3,11192.0,both,33.0
425,nm0001060,director,Chris Columbus,1958.0,tt0104431,director,Home Alone 2: Lost in New York,120.0,"Adventure,Comedy,Crime",PG,1992-11-20,1992.0,11.0,20.0,Friday,28000000.0,358994850.0,11.821244642857144,6.8,342931.0,both,34.0
426,nm0001060,director,Chris Columbus,1958.0,tt0107614,director,Mrs. Doubtfire,125.0,"Comedy,Drama",PG-13,1993-11-24,1993.0,11.0,24.0,Wednesday,25000000.0,441286195.0,16.6514478,7.1,262791.0,both,35.0
427,nm0001060,director,Chris Columbus,1958.0,tt0113986,director,Nine Months,103.0,"Comedy,Romance",PG-13,1995-07-12,1995.0,7.0,12.0,Wednesday,0.0,138510230.0,inf,5.5,36668.0,both,37.0
428,nm0001060,director,Chris Columbus,1958.0,tt0120686,director,Stepmom,125.0,"Comedy,Drama",PG-13,1998-12-25,1998.0,12.0,25.0,Friday,50000000.0,159710793.0,2.19421586,6.8,66441.0,both,40.0
429,nm0001060,director,Chris Columbus,1958.0,tt0182789,director,Bicentennial Man,132.0,"Comedy,Drama,Sci-Fi",PG,1999-12-17,1999.0,12.0,17.0,Friday,100000000.0,87423861.0,-0.12576139,6.9,115739.0,both,41.0
430,nm0001060,director,Chris Columbus,1958.0,tt0241527,director,Harry Potter and the Sorcerer's Stone,152.0,"Adventure,Family,Fantasy",PG,2001-11-16,2001.0,11.0,16.0,Friday,125000000.0,1017713119.0,7.141704952,7.6,744931.0,both,43.0
431,nm0001060,director,Chris Columbus,1958.0,tt0294870,director,Rent,135.0,"Drama,Musical,Romance",PG-13,2005-11-23,2005.0,11.0,23.0,Wednesday,40000000.0,31670620.0,-0.2082345,6.9,52621.0,both,47.0
432,nm0001060,director,Chris Columbus,1958.0,tt0295297,director,Harry Potter and the Chamber of Secrets,161.0,"Adventure,Family,Fantasy",PG,2002-11-15,2002.0,11.0,15.0,Friday,100000000.0,879793867.0,7.79793867,7.4,609322.0,both,44.0
433,nm0001060,director,Chris Columbus,1958.0,tt0429478,director,3-D Rocks,,Documentary,error,,2005.0,,,,0.0,0.0,,7.4,27.0,both,47.0
434,nm0001060,director,Chris Columbus,1958.0,tt0814255,director,Percy Jackson & the Olympians: The Lightning Thief,118.0,"Adventure,Family,Fantasy",PG,2010-02-12,2010.0,2.0,12.0,Friday,95000000.0,226497209.0,1.3841811473684211,5.9,185740.0,both,52.0
436,nm0001060,director,Chris Columbus,1958.0,tt1032815,director,"I Love You, Beth Cooper",102.0,"Comedy,Romance",PG-13,2009-07-10,2009.0,7.0,10.0,Friday,18000000.0,15821907.0,-0.1210051666666666,5.3,34970.0,both,51.0
437,nm0001060,director,Chris Columbus,1958.0,tt11057644,director,The Christmas Chronicles: Part Two,112.0,"Adventure,Comedy,Family",PG,2020-11-25,2020.0,11.0,25.0,Wednesday,0.0,0.0,,6.0,29121.0,both,62.0
439,nm0001060,director,Chris Columbus,1958.0,tt2120120,director,Pixels,105.0,"Action,Comedy,Fantasy",PG-13,2015-07-24,2015.0,7.0,24.0,Friday,88000000.0,244874809.0,1.7826682840909092,5.6,140512.0,both,57.0
445,nm0001112,director,Andrew Davis,1946.0,tt0078324,director,Stony Island,95.0,"Drama,Music",PG,1984-01-01,1978.0,1.0,1.0,Sunday,330000.0,0.0,-1.0,7.1,117.0,both,32.0
446,nm0001112,director,Andrew Davis,1946.0,tt0082379,director,The Final Terror,84.0,Horror,R,1983-10-28,1983.0,10.0,28.0,Friday,0.0,0.0,,5.1,2996.0,both,37.0
447,nm0001112,director,Andrew Davis,1946.0,tt0088936,director,Code of Silence,101.0,"Action,Crime,Drama",R,1985-05-03,1985.0,5.0,3.0,Friday,7000000.0,20345361.0,1.906480142857143,6.0,7888.0,both,39.0
448,nm0001112,director,Andrew Davis,1946.0,tt0094602,director,Above the Law,99.0,"Action,Crime,Drama",R,1988-04-22,1988.0,4.0,22.0,Friday,7500000.0,18869631.0,1.5159508,6.0,31359.0,both,42.0
449,nm0001112,director,Andrew Davis,1946.0,tt0098051,director,The Package,108.0,"Action,Crime,Drama",R,1989-08-25,1989.0,8.0,25.0,Friday,18000000.0,10647219.0,-0.4084878333333333,6.4,9878.0,both,43.0
450,nm0001112,director,Andrew Davis,1946.0,tt0105690,director,Under Siege,103.0,"Action,Thriller",R,1992-10-09,1992.0,10.0,9.0,Friday,35000000.0,156563139.0,3.4732325428571427,6.5,84885.0,both,46.0
451,nm0001112,director,Andrew Davis,1946.0,tt0106977,director,The Fugitive,130.0,"Action,Crime,Drama",PG-13,1993-08-06,1993.0,8.0,6.0,Friday,44000000.0,368875760.0,7.38354,7.8,286602.0,both,47.0
452,nm0001112,director,Andrew Davis,1946.0,tt0114536,director,Steal Big Steal Little,135.0,Comedy,PG-13,1995-09-29,1995.0,9.0,29.0,Friday,35000000.0,3150170.0,-0.9099951428571428,4.7,1008.0,both,49.0
453,nm0001112,director,Andrew Davis,1946.0,tt0115857,director,Chain Reaction,107.0,"Action,Drama,Sci-Fi",PG-13,1996-08-02,1996.0,8.0,2.0,Friday,50000000.0,60209334.0,0.20418668,5.6,51865.0,both,50.0
454,nm0001112,director,Andrew Davis,1946.0,tt0120787,director,A Perfect Murder,107.0,"Crime,Drama,Thriller",R,1998-06-05,1998.0,6.0,5.0,Friday,60000000.0,128038368.0,1.1339728,6.6,84207.0,both,52.0
455,nm0001112,director,Andrew Davis,1946.0,tt0233469,director,Collateral Damage,108.0,"Action,Drama,Thriller",R,2002-02-08,2002.0,2.0,8.0,Friday,85000000.0,78382433.0,-0.0778537294117647,5.5,74457.0,both,56.0
456,nm0001112,director,Andrew Davis,1946.0,tt0311289,director,Holes,117.0,"Adventure,Comedy,Drama",PG,2003-04-18,2003.0,4.0,18.0,Friday,20000000.0,71406573.0,2.57032865,7.0,85609.0,both,57.0
457,nm0001112,director,Andrew Davis,1946.0,tt0406816,director,The Guardian,139.0,"Action,Adventure,Drama",PG-13,2006-09-29,2006.0,9.0,29.0,Friday,70000000.0,94973540.0,0.3567648571428571,6.9,91440.0,both,60.0
468,nm0001345,director,Jim Henson,1936.0,tt0091369,director,Labyrinth,101.0,"Adventure,Family,Fantasy",PG,1986-06-27,1986.0,6.0,27.0,Friday,25000000.0,13915874.0,-0.44336504,7.3,133180.0,both,50.0
529,nm0001402,director,Terry Jones,1942.0,tt0071853,director,Monty Python and the Holy Grail,91.0,"Adventure,Comedy,Fantasy",PG,1975-05-25,1975.0,5.0,25.0,Sunday,229575.0,1940906.0,7.454343896330175,8.2,528481.0,both,33.0
530,nm0001402,director,Terry Jones,1942.0,tt0079470,director,Life of Brian,94.0,Comedy,R,1979-08-17,1979.0,8.0,17.0,Friday,4000000.0,20745728.0,4.186432,8.1,390340.0,both,37.0
531,nm0001402,director,Terry Jones,1942.0,tt0093727,director,Personal Services,105.0,Comedy,R,1987-05-15,1987.0,5.0,15.0,Friday,19897678.0,1744164.0,-0.9123433397605488,6.4,1604.0,both,45.0
532,nm0001402,director,Terry Jones,1942.0,tt0097289,director,Erik the Viking,107.0,"Adventure,Comedy,Fantasy",PG-13,1989-09-22,1989.0,9.0,22.0,Friday,0.0,1932642.0,inf,6.2,13656.0,both,47.0
539,nm0001402,director,Terry Jones,1942.0,tt1727770,director,Absolutely Anything,85.0,"Comedy,Sci-Fi",R,2017-05-12,2015.0,5.0,12.0,Friday,0.0,6303792.0,inf,6.0,42321.0,both,73.0
573,nm0001565,director,Mike Newell,1942.0,tt0080402,director,The Awakening,105.0,Horror,R,1980-10-31,1980.0,10.0,31.0,Friday,0.0,8415112.0,inf,4.8,2368.0,both,38.0
574,nm0001565,director,Mike Newell,1942.0,tt0082043,director,Bad Blood,105.0,"Drama,Thriller",Not Rated,1982-11-12,1981.0,11.0,12.0,Friday,0.0,0.0,,6.5,376.0,both,39.0
577,nm0001565,director,Mike Newell,1942.0,tt0088987,director,Dance with a Stranger,96.0,"Biography,Crime,Drama",R,1985-08-09,1985.0,8.0,9.0,Friday,0.0,2174622.0,inf,6.6,2700.0,both,43.0
578,nm0001565,director,Mike Newell,1942.0,tt0092545,director,Amazing Grace and Chuck,114.0,"Drama,Sport",PG,1987-10-24,1987.0,10.0,24.0,Saturday,5000000.0,0.0,-1.0,5.8,1415.0,both,45.0
579,nm0001565,director,Mike Newell,1942.0,tt0093103,director,The Good Father,90.0,Drama,R,1987-02-11,1985.0,2.0,11.0,Wednesday,0.0,421201.0,inf,6.2,572.0,both,43.0
580,nm0001565,director,Mike Newell,1942.0,tt0096146,director,Soursweet,110.0,Drama,R,1988-05-15,1988.0,5.0,15.0,Sunday,0.0,0.0,,6.6,101.0,both,46.0
581,nm0001565,director,Mike Newell,1942.0,tt0101811,director,Enchanted April,95.0,Drama,PG,1992-12-25,1991.0,12.0,25.0,Friday,0.0,13200170.0,inf,7.3,6544.0,both,49.0
582,nm0001565,director,Mike Newell,1942.0,tt0104522,director,Into the West,97.0,"Adventure,Family,Fantasy",PG,1993-09-17,1992.0,9.0,17.0,Friday,0.0,4790801.0,inf,7.0,2929.0,both,50.0
583,nm0001565,director,Mike Newell,1942.0,tt0109831,director,Four Weddings and a Funeral,117.0,"Comedy,Drama,Romance",R,1994-04-15,1994.0,4.0,15.0,Friday,4400000.0,245700832.0,54.84109818181818,7.1,149497.0,both,52.0
584,nm0001565,director,Mike Newell,1942.0,tt0112427,director,An Awfully Big Adventure,112.0,"Comedy,Drama,Romance",R,1995-07-21,1995.0,7.0,21.0,Friday,4000000.0,259724.0,-0.935069,5.9,2785.0,both,53.0
585,nm0001565,director,Mike Newell,1942.0,tt0119008,director,Donnie Brasco,127.0,"Biography,Crime,Drama",R,1997-02-28,1997.0,2.0,28.0,Friday,35000000.0,124909762.0,2.568850342857143,7.7,298239.0,both,55.0
586,nm0001565,director,Mike Newell,1942.0,tt0120797,director,Pushing Tin,124.0,"Comedy,Drama,Romance",R,1999-04-23,1999.0,4.0,23.0,Friday,33000000.0,8408835.0,-0.7451868181818182,6.0,29349.0,both,57.0
598,nm0001565,director,Mike Newell,1942.0,tt0304415,director,Mona Lisa Smile,117.0,Drama,PG-13,2003-12-19,2003.0,12.0,19.0,Friday,65000000.0,141337989.0,1.1744306,6.5,81215.0,both,61.0
599,nm0001565,director,Mike Newell,1942.0,tt0330373,director,Harry Potter and the Goblet of Fire,157.0,"Adventure,Family,Fantasy",PG-13,2005-11-18,2005.0,11.0,18.0,Friday,150000000.0,896730264.0,4.97820176,7.7,601891.0,both,63.0
602,nm0001565,director,Mike Newell,1942.0,tt0473075,director,Prince of Persia: The Sands of Time,116.0,"Action,Adventure,Fantasy",PG-13,2010-05-28,2010.0,5.0,28.0,Friday,200000000.0,336365676.0,0.68182838,6.6,284875.0,both,68.0
