,nconst,writer,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
0,nm0000184,writer,George Lucas,1944.0,tt0079576,writer,More American Graffiti,110.0,"Comedy,Drama,War",PG,1979-08-03,1979.0,8.0,3.0,Friday,3000000.0,15014674.0,4.004891333333333,5.3,4460.0,both,35.0
1,nm0000184,writer,George Lucas,1944.0,tt0080684,writer,Star Wars: Episode V - The Empire Strikes Back,124.0,"Action,Adventure,Fantasy",PG,1980-06-20,1980.0,6.0,20.0,Friday,18000000.0,538375067.0,28.90972594444445,8.7,1240496.0,both,36.0
2,nm0000184,writer,George Lucas,1944.0,tt0082971,writer,Indiana Jones and the Raiders of the Lost Ark,115.0,"Action,Adventure",PG,1981-06-12,1981.0,6.0,12.0,Friday,18000000.0,389925971.0,20.662553944444443,8.4,938031.0,both,37.0
3,nm0000184,writer,George Lucas,1944.0,tt0086190,writer,Star Wars: Episode VI - Return of the Jedi,131.0,"Action,Adventure,Fantasy",PG,1983-05-25,1983.0,5.0,25.0,Wednesday,32500000.0,475106177.0,13.6186516,8.3,1013891.0,both,39.0
5,nm0000184,writer,George Lucas,1944.0,tt0087469,writer,Indiana Jones and the Temple of Doom,118.0,"Action,Adventure",PG,1984-05-23,1984.0,5.0,23.0,Wednesday,28000000.0,333107271.0,10.89668825,7.5,475269.0,both,40.0
9,nm0000184,writer,George Lucas,1944.0,tt0096446,writer,Willow,126.0,"Action,Adventure,Drama",PG,1988-05-20,1988.0,5.0,20.0,Friday,35000000.0,57269863.0,0.6362818,7.2,110059.0,both,44.0
10,nm0000184,writer,George Lucas,1944.0,tt0097576,writer,Indiana Jones and the Last Crusade,127.0,"Action,Adventure",PG-13,1989-05-24,1989.0,5.0,24.0,Wednesday,48000000.0,474171806.0,8.878579291666666,8.3,733825.0,both,45.0
13,nm0000184,writer,George Lucas,1944.0,tt0110939,writer,Radioland Murders,108.0,"Comedy,Crime,Drama",PG,1994-10-21,1994.0,10.0,21.0,Friday,15000000.0,1316865.0,-0.912209,6.1,3655.0,both,50.0
32,nm0000184,writer,George Lucas,1944.0,tt0367882,writer,Indiana Jones and the Kingdom of the Crystal Skull,122.0,"Action,Adventure",PG-13,2008-05-22,2008.0,5.0,22.0,Thursday,185000000.0,790653942.0,3.273805091891892,6.2,445643.0,both,64.0
103,nm0000184,writer,George Lucas,1944.0,tt1185834,writer,Star Wars: The Clone Wars,98.0,"Action,Adventure,Animation",PG,2008-08-15,2008.0,8.0,15.0,Friday,8500000.0,68282844.0,7.033275764705882,5.9,63787.0,both,64.0
125,nm0000184,writer,George Lucas,1944.0,tt12700334,writer,The Phantom Menace Special Edition,135.0,Sci-Fi,error,2020-07-24,2020.0,7.0,24.0,Friday,200.0,0.0,-1.0,6.4,19.0,both,76.0
312,nm0000184,writer,George Lucas,1944.0,tt2488496,writer,Star Wars: Episode VII - The Force Awakens,138.0,"Action,Adventure,Sci-Fi",PG-13,2015-12-18,2015.0,12.0,18.0,Friday,245000000.0,2069521700.0,7.447027346938776,7.9,903961.0,both,71.0
318,nm0000184,writer,George Lucas,1944.0,tt2527336,writer,Star Wars: Episode VIII - The Last Jedi,152.0,"Action,Adventure,Fantasy",PG-13,2017-12-15,2017.0,12.0,15.0,Friday,317000000.0,1332698830.0,3.2040972555205047,6.9,606882.0,both,73.0
319,nm0000184,writer,George Lucas,1944.0,tt2527338,writer,Star Wars: Episode IX - The Rise of Skywalker,141.0,"Action,Adventure,Fantasy",PG-13,2019-12-20,2019.0,12.0,20.0,Friday,275000000.0,1074149279.0,2.905997378181818,6.5,424130.0,both,75.0
344,nm0000184,writer,George Lucas,1944.0,tt3748528,writer,Rogue One: A Star Wars Story,133.0,"Action,Adventure,Sci-Fi",PG-13,2016-12-16,2016.0,12.0,16.0,Friday,200000000.0,1056057720.0,4.2802886,7.8,600208.0,both,72.0
345,nm0000184,writer,George Lucas,1944.0,tt3778644,writer,Solo: A Star Wars Story,135.0,"Action,Adventure,Sci-Fi",PG-13,2018-05-25,2018.0,5.0,25.0,Friday,275000000.0,392924807.0,0.42881748,6.9,327357.0,both,74.0
360,nm0000184,writer,George Lucas,1944.0,tt4191054,writer,Strange Magic,99.0,"Adventure,Animation,Comedy",PG,2015-01-23,2015.0,1.0,23.0,Friday,0.0,13603453.0,inf,5.8,10991.0,both,71.0
493,nm0000184,writer,George Lucas,1944.0,tt8676944,writer,Attack of the Clones Special Edition: Fan Film,137.0,Sci-Fi,error,2018-02-28,2018.0,2.0,28.0,Wednesday,0.0,0.0,,3.7,17.0,both,74.0
494,nm0000184,writer,George Lucas,1944.0,tt8677030,writer,Revenge of the Sith Special Edition: Fan Film,105.0,Sci-Fi,error,2017-07-01,2017.0,7.0,1.0,Saturday,0.0,0.0,,5.1,18.0,both,73.0
564,nm0000318,writer,Tim Burton,1958.0,tt0107688,writer,The Nightmare Before Christmas,76.0,"Animation,Family,Fantasy",PG,1993-10-29,1993.0,10.0,29.0,Friday,18000000.0,91221845.0,4.067880277777777,8.0,324954.0,both,35.0
569,nm0000370,writer,Walt Disney,1901.0,tt0060640,writer,"Lt. Robin Crusoe, U.S.N.",110.0,"Adventure,Comedy,Family",G,1966-07-29,1966.0,7.0,29.0,Friday,0.0,0.0,,5.8,1390.0,both,65.0
578,nm0000436,writer,Curtis Hanson,1945.0,tt0065669,writer,The Dunwich Horror,90.0,Horror,R,1970-01-14,1970.0,1.0,14.0,Wednesday,0.0,0.0,,5.4,4328.0,both,25.0
579,nm0000436,writer,Curtis Hanson,1945.0,tt0084899,writer,White Dog,90.0,"Drama,Horror",PG,1982-07-07,1982.0,7.0,7.0,Wednesday,8000000.0,46509.0,-0.994186375,7.0,9575.0,both,37.0
580,nm0000436,writer,Curtis Hanson,1945.0,tt0086005,writer,Never Cry Wolf,105.0,"Adventure,Drama",PG,1984-01-27,1983.0,1.0,27.0,Friday,0.0,29600000.0,inf,7.5,8120.0,both,38.0
582,nm0000455,writer,John Hughes,1950.0,tt0079985,writer,The Secret Life of Nikola Tesla,115.0,"Biography,Drama",error,1980-02-19,1980.0,2.0,19.0,Tuesday,0.0,0.0,,7.3,1381.0,both,30.0
583,nm0000455,writer,John Hughes,1950.0,tt0084395,writer,Class Reunion,84.0,"Comedy,Horror",R,1982-10-29,1982.0,10.0,29.0,Friday,0.0,10054150.0,inf,4.6,2188.0,both,32.0
585,nm0000455,writer,John Hughes,1950.0,tt0085970,writer,Mr. Mom,91.0,"Comedy,Drama",PG,1983-08-19,1983.0,8.0,19.0,Friday,0.0,64783827.0,inf,6.6,23859.0,both,33.0
586,nm0000455,writer,John Hughes,1950.0,tt0085994,writer,Nate and Hayes,99.0,"Action,Adventure,Comedy",PG,1983-11-18,1983.0,11.0,18.0,Friday,12000000.0,1963756.0,-0.8363536666666667,6.1,2241.0,both,33.0
587,nm0000455,writer,John Hughes,1950.0,tt0085995,writer,National Lampoon's Vacation,98.0,"Adventure,Comedy",R,1983-07-29,1983.0,7.0,29.0,Friday,15000000.0,61418063.0,3.0945375333333334,7.3,106167.0,both,33.0
588,nm0000455,writer,John Hughes,1950.0,tt0089670,writer,National Lampoon's European Vacation,95.0,"Adventure,Comedy",PG-13,1985-07-26,1985.0,7.0,26.0,Friday,17000000.0,49364621.0,1.9038012352941176,6.2,64671.0,both,35.0
589,nm0000455,writer,John Hughes,1950.0,tt0091790,writer,Pretty in Pink,97.0,"Comedy,Drama,Romance",PG-13,1986-02-28,1986.0,2.0,28.0,Friday,9000000.0,40479480.0,3.49772,6.7,79673.0,both,36.0
590,nm0000455,writer,John Hughes,1950.0,tt0094006,writer,Some Kind of Wonderful,95.0,"Drama,Romance",PG-13,1987-02-27,1987.0,2.0,27.0,Friday,0.0,18553948.0,inf,7.0,30730.0,both,37.0
591,nm0000455,writer,John Hughes,1950.0,tt0095253,writer,The Great Outdoors,91.0,Comedy,PG,1988-06-17,1988.0,6.0,17.0,Friday,24000000.0,43455230.0,0.8106345833333334,6.6,45637.0,both,38.0
592,nm0000455,writer,John Hughes,1950.0,tt0097958,writer,National Lampoon's Christmas Vacation,97.0,Comedy,PG-13,1989-12-01,1989.0,12.0,1.0,Friday,28000000.0,74382091.0,1.65650325,7.6,184396.0,both,39.0
593,nm0000455,writer,John Hughes,1950.0,tt0099785,writer,Home Alone,103.0,"Comedy,Family",PG,1990-11-16,1990.0,11.0,16.0,Friday,18000000.0,476684675.0,25.482481944444444,7.7,549559.0,both,40.0
594,nm0000455,writer,John Hughes,1950.0,tt0101545,writer,Career Opportunities,83.0,"Comedy,Romance",PG-13,1991-03-29,1991.0,3.0,29.0,Friday,0.0,11336986.0,inf,5.8,13954.0,both,41.0
595,nm0000455,writer,John Hughes,1950.0,tt0101786,writer,Dutch,107.0,"Comedy,Drama",PG-13,1991-07-19,1991.0,7.0,19.0,Friday,17000000.0,4603929.0,-0.7291806470588236,6.5,12591.0,both,41.0
596,nm0000455,writer,John Hughes,1950.0,tt0103786,writer,Beethoven,87.0,"Comedy,Drama,Family",PG,1992-04-03,1992.0,4.0,3.0,Friday,0.0,147214049.0,inf,5.7,70734.0,both,42.0
597,nm0000455,writer,John Hughes,1950.0,tt0104431,writer,Home Alone 2: Lost in New York,120.0,"Adventure,Comedy,Crime",PG,1992-11-20,1992.0,11.0,20.0,Friday,28000000.0,358994850.0,11.821244642857144,6.8,342931.0,both,42.0
598,nm0000455,writer,John Hughes,1950.0,tt0106375,writer,Beethoven's 2nd,89.0,"Comedy,Family,Romance",PG,1993-12-17,1993.0,12.0,17.0,Friday,15000000.0,118243066.0,6.882871066666667,4.9,27695.0,both,43.0
599,nm0000455,writer,John Hughes,1950.0,tt0106701,writer,Dennis the Menace,94.0,"Comedy,Family",PG,1993-06-25,1993.0,6.0,25.0,Friday,0.0,117270765.0,inf,5.6,60538.0,both,43.0
600,nm0000455,writer,John Hughes,1950.0,tt0109190,writer,Baby's Day Out,99.0,"Adventure,Comedy,Crime",PG,1994-07-01,1994.0,7.0,1.0,Friday,48000000.0,16827402.0,-0.649429125,6.2,49898.0,both,44.0
601,nm0000455,writer,John Hughes,1950.0,tt0110527,writer,Miracle on 34th Street,114.0,"Family,Fantasy",PG,1994-11-18,1994.0,11.0,18.0,Friday,0.0,46264384.0,inf,6.6,36417.0,both,44.0
602,nm0000455,writer,John Hughes,1950.0,tt0115433,writer,101 Dalmatians,103.0,"Adventure,Comedy,Crime",G,1996-11-27,1996.0,11.0,27.0,Wednesday,75000000.0,320689294.0,3.275857253333333,5.7,109712.0,both,46.0
603,nm0000455,writer,John Hughes,1950.0,tt0119137,writer,Flubber,93.0,"Comedy,Family,Sci-Fi",PG,1997-11-26,1997.0,11.0,26.0,Wednesday,80000000.0,177977226.0,1.224715325,5.3,88447.0,both,47.0
604,nm0000455,writer,John Hughes,1950.0,tt0119303,writer,Home Alone 3,102.0,"Action,Comedy,Crime",PG,1997-12-12,1997.0,12.0,12.0,Friday,32000000.0,79082515.0,1.47132859375,4.5,114802.0,both,47.0
605,nm0000455,writer,John Hughes,1950.0,tt0119986,writer,Reach the Rock,100.0,"Comedy,Drama",R,1998-10-16,1998.0,10.0,16.0,Friday,0.0,4960.0,inf,6.7,870.0,both,48.0
606,nm0000455,writer,John Hughes,1950.0,tt0189192,writer,Just Visiting,88.0,"Adventure,Comedy,Fantasy",PG-13,2001-04-06,2001.0,4.0,6.0,Friday,35000000.0,16176732.0,-0.5378076571428572,5.7,19086.0,both,51.0
608,nm0000455,writer,John Hughes,1950.0,tt0252076,writer,Maid in Manhattan,105.0,"Comedy,Drama,Romance",PG-13,2002-12-13,2002.0,12.0,13.0,Friday,55000000.0,154906693.0,1.8164853272727275,5.3,88452.0,both,52.0
625,nm0000455,writer,John Hughes,1950.0,tt0817538,writer,Drillbit Taylor,110.0,"Action,Comedy,Crime",PG-13,2008-03-21,2008.0,3.0,21.0,Friday,40000000.0,49944325.0,0.248608125,5.7,60028.0,both,58.0
627,nm0000455,writer,John Hughes,1950.0,tt11012066,writer,Home Sweet Home Alone,93.0,"Comedy,Crime,Family",PG,2021-11-12,2021.0,11.0,12.0,Friday,0.0,0.0,,3.6,15892.0,both,71.0
640,nm0000455,writer,John Hughes,1950.0,tt1524930,writer,Vacation,99.0,"Adventure,Comedy",R,2015-07-29,2015.0,7.0,29.0,Wednesday,31000000.0,107228221.0,2.458974870967742,6.1,108809.0,both,65.0
651,nm0000709,writer,Robert Zemeckis,1951.0,tt0078723,writer,1941,118.0,"Action,Comedy,War",PG,1979-12-14,1979.0,12.0,14.0,Friday,35000000.0,92455742.0,1.6415926285714286,5.8,33232.0,both,28.0
654,nm0000709,writer,Robert Zemeckis,1951.0,tt0105636,writer,Trespass,101.0,"Action,Thriller",R,1992-12-25,1992.0,12.0,25.0,Friday,14000000.0,13249535.0,-0.0536046428571428,6.3,12574.0,both,41.0
656,nm0000709,writer,Robert Zemeckis,1951.0,tt0117826,writer,Bordello of Blood,87.0,"Comedy,Fantasy,Horror",R,1996-08-16,1996.0,8.0,16.0,Friday,13000000.0,5781045.0,-0.5553042307692307,5.4,14731.0,both,45.0
698,nm0000875,writer,L. Frank Baum,1856.0,tt0004099,writer,The New Wizard of Oz,59.0,"Adventure,Comedy,Family",error,1914-10-14,1914.0,10.0,14.0,Wednesday,23500.0,0.0,-1.0,5.3,480.0,both,58.0
699,nm0000875,writer,L. Frank Baum,1856.0,tt0004207,writer,The Last Egyptian,,"Adventure,Drama,Romance",error,1914-12-07,1914.0,12.0,7.0,Monday,0.0,0.0,,5.2,22.0,both,58.0
701,nm0000875,writer,L. Frank Baum,1856.0,tt0004457,writer,The Patchwork Girl of Oz,81.0,"Adventure,Comedy,Family",error,1914-09-28,1914.0,9.0,28.0,Monday,0.0,0.0,,5.4,473.0,both,58.0
707,nm0000875,writer,L. Frank Baum,1856.0,tt0022049,writer,"The Land of Oz, a Sequel to the 'Wizard of Oz'",,unknown,error,1932-02-01,1932.0,2.0,1.0,Monday,0.0,0.0,,6.8,21.0,both,76.0
711,nm0000875,writer,L. Frank Baum,1856.0,tt0056294,writer,Number 13,108.0,Animation,error,,1962.0,,,,0.0,0.0,,5.4,20.0,both,106.0
713,nm0000875,writer,L. Frank Baum,1856.0,tt0059920,writer,The Wizard of Mars,78.0,"Fantasy,Horror,Sci-Fi",error,1965-01-01,1965.0,1.0,1.0,Friday,33000.0,0.0,-1.0,3.4,507.0,both,109.0
714,nm0000875,writer,L. Frank Baum,1856.0,tt0060398,writer,Fantasía... 3,80.0,Fantasy,error,,1966.0,,,,0.0,0.0,,4.5,24.0,both,110.0
716,nm0000875,writer,L. Frank Baum,1856.0,tt0065223,writer,The Wonderful Land of Oz,72.0,"Family,Fantasy,Musical",error,1969-10-31,1969.0,10.0,31.0,Friday,0.0,0.0,,2.0,291.0,both,113.0
718,nm0000875,writer,L. Frank Baum,1856.0,tt0066801,writer,Little Ayse and the Magic Dwarfs in the Land of Dreams,88.0,"Adventure,Family,Fantasy",error,,1971.0,,,,0.0,0.0,,4.6,283.0,both,115.0
719,nm0000875,writer,L. Frank Baum,1856.0,tt0067280,writer,Journey Back to Oz,88.0,"Adventure,Animation,Comedy",G,1974-12-05,1972.0,12.0,5.0,Thursday,0.0,0.0,,5.9,572.0,both,116.0
721,nm0000875,writer,L. Frank Baum,1856.0,tt0075030,writer,Twentieth Century Oz,103.0,"Comedy,Fantasy,Musical",R,1977-09-14,1976.0,9.0,14.0,Wednesday,150000.0,0.0,-1.0,5.9,166.0,both,120.0
723,nm0000875,writer,L. Frank Baum,1856.0,tt0078504,writer,The Wiz,134.0,"Adventure,Family,Fantasy",G,1978-10-24,1978.0,10.0,24.0,Tuesday,24000000.0,21049053.0,-0.122956125,5.5,14971.0,both,122.0
726,nm0000875,writer,L. Frank Baum,1856.0,tt0084458,writer,The Wizard of Oz,78.0,"Adventure,Animation,Comedy",Not Rated,1982-10-06,1982.0,10.0,6.0,Wednesday,0.0,0.0,,6.6,397.0,both,126.0
729,nm0000875,writer,L. Frank Baum,1856.0,tt0089908,writer,Return to Oz,113.0,"Adventure,Family,Fantasy",PG,1985-06-21,1985.0,6.0,21.0,Friday,25000000.0,11137801.0,-0.55448796,6.8,26789.0,both,129.0
750,nm0000875,writer,L. Frank Baum,1856.0,tt0111641,writer,The Wizard of the Emerald City,63.0,"Adventure,Family,Fantasy",error,1997-01-07,1994.0,1.0,7.0,Tuesday,0.0,0.0,,5.3,65.0,both,138.0
763,nm0000875,writer,L. Frank Baum,1856.0,tt0120733,writer,Lion of Oz,74.0,"Animation,Family,Musical",Not Rated,2000-08-25,2000.0,8.0,25.0,Friday,0.0,0.0,,5.6,348.0,both,144.0
775,nm0000875,writer,L. Frank Baum,1856.0,tt0139657,writer,Os Trapalhões e o Mágico de Oróz,93.0,"Comedy,Family,Fantasy",error,,1984.0,,,,0.0,0.0,,5.7,547.0,both,128.0
777,nm0000875,writer,L. Frank Baum,1856.0,tt0142991,writer,The Wizard of Malta,,"Crime,Documentary,Fantasy",error,,1981.0,,,,0.0,0.0,,6.8,31.0,both,125.0
844,nm0000875,writer,L. Frank Baum,1856.0,tt1623205,writer,Oz the Great and Powerful,130.0,"Adventure,Family,Fantasy",PG,2013-03-08,2013.0,3.0,8.0,Friday,215000000.0,493311825.0,1.294473604651163,6.3,205545.0,both,157.0
901,nm0000875,writer,L. Frank Baum,1856.0,tt1988544,writer,After the Wizard,80.0,"Family,Fantasy",Not Rated,2011-07-02,2011.0,7.0,2.0,Saturday,0.0,3184.0,inf,3.0,353.0,both,155.0
949,nm0000875,writer,L. Frank Baum,1856.0,tt5773490,writer,The Woodsman,,Musical,error,2016-09-01,2016.0,9.0,1.0,Thursday,0.0,0.0,,7.5,21.0,both,160.0
966,nm0000948,writer,Shane Black,1961.0,tt0093409,writer,Lethal Weapon,109.0,"Action,Crime,Thriller",R,1987-03-06,1987.0,3.0,6.0,Friday,15000000.0,120207127.0,7.013808466666666,7.6,252503.0,both,26.0
967,nm0000948,writer,Shane Black,1961.0,tt0093560,writer,The Monster Squad,79.0,"Action,Comedy,Fantasy",PG-13,1987-08-14,1987.0,8.0,14.0,Friday,12000000.0,3769990.0,-0.6858341666666666,7.0,31903.0,both,26.0
968,nm0000948,writer,Shane Black,1961.0,tt0097733,writer,Lethal Weapon 2,114.0,"Action,Crime,Thriller",R,1989-07-07,1989.0,7.0,7.0,Friday,28000000.0,227853986.0,7.137642357142857,7.3,172218.0,both,28.0
969,nm0000948,writer,Shane Black,1961.0,tt0102266,writer,The Last Boy Scout,105.0,"Action,Comedy,Crime",R,1991-12-13,1991.0,12.0,13.0,Friday,43000000.0,59509925.0,0.3839517441860465,7.0,100413.0,both,30.0
970,nm0000948,writer,Shane Black,1961.0,tt0104714,writer,Lethal Weapon 3,118.0,"Action,Crime,Thriller",R,1992-05-15,1992.0,5.0,15.0,Friday,35000000.0,321731527.0,8.192329342857143,6.7,165510.0,both,31.0
971,nm0000948,writer,Shane Black,1961.0,tt0107362,writer,Last Action Hero,130.0,"Action,Adventure,Comedy",PG-13,1993-06-18,1993.0,6.0,18.0,Friday,85000000.0,137298489.0,0.6152763411764706,6.4,148360.0,both,32.0
972,nm0000948,writer,Shane Black,1961.0,tt0116908,writer,The Long Kiss Goodnight,121.0,"Action,Crime,Drama",R,1996-10-11,1996.0,10.0,11.0,Friday,65000000.0,89456761.0,0.3762578615384615,6.8,78646.0,both,35.0
973,nm0000948,writer,Shane Black,1961.0,tt0122151,writer,Lethal Weapon 4,127.0,"Action,Crime,Thriller",R,1998-07-10,1998.0,7.0,10.0,Friday,140000000.0,285444603.0,1.0388900214285717,6.6,160732.0,both,37.0
976,nm0001083,writer,Jon Cryer,1965.0,tt0117357,writer,The Pompatus of Love,99.0,"Comedy,Drama,Romance",R,1996-07-26,1995.0,7.0,26.0,Friday,0.0,0.0,,5.3,591.0,both,30.0
977,nm0001083,writer,Jon Cryer,1965.0,tt1691917,writer,Planes,91.0,"Adventure,Animation,Comedy",PG,2013-08-09,2013.0,8.0,9.0,Friday,50000000.0,239258712.0,3.78517424,5.7,44561.0,both,48.0
980,nm0001094,writer,Roald Dahl,1916.0,tt0057809,writer,36 Hours,115.0,"Thriller,War",Approved,1965-02-19,1964.0,2.0,19.0,Friday,0.0,0.0,,7.3,4121.0,both,48.0
983,nm0001094,writer,Roald Dahl,1916.0,tt0062512,writer,You Only Live Twice,117.0,"Action,Adventure,Thriller",PG,1967-06-13,1967.0,6.0,13.0,Tuesday,9500000.0,43086122.0,3.5353812631578947,6.8,106795.0,both,51.0
984,nm0001094,writer,Roald Dahl,1916.0,tt0062803,writer,Chitty Chitty Bang Bang,144.0,"Adventure,Family,Fantasy",G,1968-12-18,1968.0,12.0,18.0,Wednesday,10000000.0,7500445.0,-0.2499555,6.9,45202.0,both,52.0
985,nm0001094,writer,Roald Dahl,1916.0,tt0067486,writer,The Night Digger,97.0,"Drama,Horror,Thriller",R,1971-07-30,1971.0,7.0,30.0,Friday,0.0,0.0,,6.3,988.0,both,55.0
986,nm0001094,writer,Roald Dahl,1916.0,tt0067992,writer,Willy Wonka & the Chocolate Factory,100.0,"Family,Fantasy,Musical",G,1971-06-30,1971.0,6.0,30.0,Wednesday,3000000.0,614258.0,-0.7952473333333333,7.8,195041.0,both,55.0
987,nm0001094,writer,Roald Dahl,1916.0,tt0096866,writer,The BFG,91.0,"Adventure,Animation,Drama",error,1992-12-17,1989.0,12.0,17.0,Thursday,3000000.0,0.0,-1.0,6.7,7058.0,both,73.0
990,nm0001094,writer,Roald Dahl,1916.0,tt0100944,writer,The Witches,91.0,"Adventure,Comedy,Family",PG,1990-08-24,1990.0,8.0,24.0,Friday,0.0,10360553.0,inf,6.8,48772.0,both,74.0
992,nm0001094,writer,Roald Dahl,1916.0,tt0116683,writer,James and the Giant Peach,79.0,"Adventure,Animation,Family",PG,1996-04-12,1996.0,4.0,12.0,Friday,38000000.0,28946127.0,-0.2382598157894737,6.7,65453.0,both,80.0
993,nm0001094,writer,Roald Dahl,1916.0,tt0117008,writer,Matilda,98.0,"Comedy,Family,Fantasy",PG,1996-08-02,1996.0,8.0,2.0,Friday,36000000.0,33459416.0,-0.0705717777777777,7.0,144887.0,both,80.0
994,nm0001094,writer,Roald Dahl,1916.0,tt0151024,writer,Idealnaya para,,Comedy,error,,1992.0,,,,0.0,0.0,,5.6,26.0,both,76.0
997,nm0001094,writer,Roald Dahl,1916.0,tt0367594,writer,Charlie and the Chocolate Factory,115.0,"Adventure,Comedy,Family",PG,2005-07-15,2005.0,7.0,15.0,Friday,150000000.0,474968763.0,2.16645842,6.7,462057.0,both,89.0
998,nm0001094,writer,Roald Dahl,1916.0,tt0395631,writer,Lamb to the Slaughter,90.0,Mystery,PG,2002-09-14,2002.0,9.0,14.0,Saturday,0.0,0.0,,7.3,28.0,both,86.0
999,nm0001094,writer,Roald Dahl,1916.0,tt0399655,writer,The Silent Hunt,65.0,Comedy,error,1990-01-01,1990.0,1.0,1.0,Monday,0.0,0.0,,6.9,53.0,both,74.0
1000,nm0001094,writer,Roald Dahl,1916.0,tt0432283,writer,Fantastic Mr. Fox,87.0,"Adventure,Animation,Comedy",PG,2009-11-25,2009.0,11.0,25.0,Wednesday,40000000.0,46474181.0,0.161854525,7.9,222685.0,both,93.0
1037,nm0001094,writer,Roald Dahl,1916.0,tt0805647,writer,The Witches,106.0,"Adventure,Comedy,Family",PG,2020-10-22,2020.0,10.0,22.0,Thursday,0.0,27103571.0,inf,5.3,37433.0,both,104.0
1087,nm0001094,writer,Roald Dahl,1916.0,tt2389182,writer,Cheap Thrills,88.0,"Comedy,Crime,Drama",Not Rated,2014-03-21,2013.0,3.0,21.0,Friday,200000.0,59424.0,-0.70288,6.7,18977.0,both,97.0
1093,nm0001094,writer,Roald Dahl,1916.0,tt3691740,writer,The BFG,117.0,"Adventure,Family,Fantasy",PG,2016-07-01,2016.0,7.0,1.0,Friday,140000000.0,195243411.0,0.3945957928571428,6.4,84180.0,both,100.0
1119,nm0001170,writer,Roger Ebert,1942.0,tt0065466,writer,Beyond the Valley of the Dolls,109.0,"Comedy,Drama,Music",X,1970-06-17,1970.0,6.0,17.0,Wednesday,900000.0,0.0,-1.0,6.1,11005.0,both,28.0
1120,nm0001170,writer,Roger Ebert,1942.0,tt0075376,writer,Up!,80.0,"Comedy,Mystery,Thriller",X,1983-12-07,1976.0,12.0,7.0,Wednesday,0.0,0.0,,5.8,2932.0,both,34.0
1121,nm0001170,writer,Roger Ebert,1942.0,tt0078846,writer,Beneath the Valley of the Ultra-Vixens,93.0,Comedy,X,1979-04-01,1979.0,4.0,1.0,Sunday,239000.0,0.0,-1.0,5.5,3066.0,both,37.0
1460,nm0001345,writer,Jim Henson,1936.0,tt1204342,writer,The Muppets,120.0,"Adventure,Comedy,Family",PG,2011-11-23,2011.0,11.0,23.0,Wednesday,45000000.0,165184237.0,2.6707608222222223,7.1,91355.0,both,75.0
1666,nm0001345,writer,Jim Henson,1936.0,tt2281587,writer,Muppets Most Wanted,107.0,"Adventure,Comedy,Crime",PG,2014-03-21,2014.0,3.0,21.0,Friday,50000000.0,80383113.0,0.60766226,6.4,34026.0,both,78.0
1694,nm0001402,writer,Terry Jones,1942.0,tt0066765,writer,And Now for Something Completely Different,88.0,Comedy,PG,1972-08-22,1971.0,8.0,22.0,Tuesday,100000.0,6979.0,-0.93021,7.5,30077.0,both,29.0
1695,nm0001402,writer,Terry Jones,1942.0,tt0084352,writer,Monty Python Live at the Hollywood Bowl,77.0,"Comedy,Documentary,Musical",R,1982-06-25,1982.0,6.0,25.0,Friday,0.0,327958.0,inf,7.9,15164.0,both,40.0
1696,nm0001402,writer,Terry Jones,1942.0,tt0091369,writer,Labyrinth,101.0,"Adventure,Family,Fantasy",PG,1986-06-27,1986.0,6.0,27.0,Friday,25000000.0,13915874.0,-0.44336504,7.3,133180.0,both,44.0
1697,nm0001402,writer,Terry Jones,1942.0,tt0094907,writer,Consuming Passions,98.0,Comedy,R,1988-12-15,1988.0,12.0,15.0,Thursday,0.0,118206.0,inf,5.5,551.0,both,46.0
1698,nm0001402,writer,Terry Jones,1942.0,tt0119115,writer,Fierce Creatures,93.0,Comedy,PG-13,1997-01-24,1997.0,1.0,24.0,Friday,25000000.0,9381260.0,-0.6247496,6.4,24470.0,both,55.0
1785,nm0001410,writer,Lawrence Kasdan,1949.0,tt0080684,writer,Star Wars: Episode V - The Empire Strikes Back,124.0,"Action,Adventure,Fantasy",PG,1980-06-20,1980.0,6.0,20.0,Friday,18000000.0,538375067.0,28.90972594444445,8.7,1240496.0,both,31.0
1786,nm0001410,writer,Lawrence Kasdan,1949.0,tt0082200,writer,Continental Divide,103.0,"Comedy,Romance",PG,1981-09-18,1981.0,9.0,18.0,Friday,0.0,15578237.0,inf,6.2,5046.0,both,32.0
1787,nm0001410,writer,Lawrence Kasdan,1949.0,tt0082971,writer,Indiana Jones and the Raiders of the Lost Ark,115.0,"Action,Adventure",PG,1981-06-12,1981.0,6.0,12.0,Friday,18000000.0,389925971.0,20.662553944444443,8.4,938031.0,both,32.0
1788,nm0001410,writer,Lawrence Kasdan,1949.0,tt0086190,writer,Star Wars: Episode VI - Return of the Jedi,131.0,"Action,Adventure,Fantasy",PG,1983-05-25,1983.0,5.0,25.0,Wednesday,32500000.0,475106177.0,13.6186516,8.3,1013891.0,both,34.0
1789,nm0001410,writer,Lawrence Kasdan,1949.0,tt0103855,writer,The Bodyguard,129.0,"Action,Drama,Music",R,1992-11-25,1992.0,11.0,25.0,Wednesday,25000000.0,411046449.0,15.44185796,6.3,130754.0,both,43.0
